clean_text,emotion_label,stress_label
tugas selesai lega banget lucu kantor,happy,0.27
pihak tidak adil senantiasa juang gus muhaimin semangat gus,happy,0.14
full sedih mazzehh,sad,0.68
gara gara ramai kolbuk panik anjrit,anxious,0.73
lelah lucu rumah,sad,0.69
ya pas jalan teman kantor,sad,0.62
tenang foto tangan,neutral,0.2
terima kasih ya bikin hari lucu bareng teman,happy,0.28
anxious banget meeting banget rumah,anxious,0.76
senyum pas jadi random malam,happy,0.12
santai pelan pelan ajar,neutral,0.31
besok jadwal meeting rutin coba santai,neutral,0.28
lolos interview kerja banget pagi teman kantor,happy,0.08
hihi,neutral,0.22
anxious banget meeting bareng teman,anxious,0.78
cuaca lumayan panas pagi,neutral,0.41
kosong sumpah pas jalan teman kantor,sad,0.68
bikin random keluarga,angry,0.76
lucu kampus keluarga,sad,0.82
geram banget layan rumah,angry,0.75
tidak ada spesial jujur pas jalan teman kantor,neutral,0.43
duduk dengar musik pikir pas jalan,neutral,0.34
normal german pro globohomo tau ya tell me,neutral,0.4
kesal banget pagi,angry,0.76
istirahat sebentar,sad,0.61
habis beres kamar kerja kantor keluarga,neutral,0.35
produktif suasana hati bagus jujur bareng teman,happy,0.16
bikin ya kantor,angry,0.78
malam pikir sedih jujur rumah,sad,0.58
takut banget grup,anxious,0.89
cuaca lumayan panas malam,neutral,0.35
enak selimut pakai guling,happy,0.08
duduk dengar musik malam keluarga,neutral,0.28
gugup coba santai,anxious,0.85
kabar keluarga pagi pikir bareng teman,happy,0.27
kecewa banget hasil teman kantor,sad,0.67
minggu seru banget kantor keluarga,happy,0.28
susah pindah on jadi bareng teman,sad,0.73
sedih ya,sad,0.76
besok jadwal meeting rutin pikir malam teman kantor,neutral,0.34
takut gagal presentasi besok pikir malam,anxious,0.97
selesai makan siang pas jalan teman kantor,neutral,0.24
lelah puas hasil bagus kampus,happy,0.27
cuaca lumayan panas sumpah,neutral,0.32
pikir susah tidur kampus,anxious,0.85
tidak suka banget dichat ya bahas bagus tarik tanggap bahas bahas sensitif ya malas balas chat,angry,0.93
pagi pergi sebentar minimarket random pagi,neutral,0.45
alhamdulillah kabar pagi moga halo this is bighit musik bawa kabar ya,happy,0.13
tidak apa reyon marah lucu lary dapur,neutral,0.28
tugas selesai lega banget bareng teman,happy,0.08
sabar bohong banget kampus,angry,0.8
lelah puas hasil bagus malam teman kantor,happy,0.07
takut hasil jelek lucu kantor,anxious,0.72
malam pikir sedih serius pagi keluarga,sad,0.58
minggu seru banget malam,happy,0.28
kampus,neutral,0.35
kesal banget orang tidak tepat banget asli pas jalan,angry,0.71
istirahat sebentar banget malam teman kantor,sad,0.62
tidak kak gue kaget,anxious,0.74
senyum pas jadi malam keluarga,happy,0.1
malam pikir sedih kampus teman kantor,sad,0.8
orang bikin emosi banget jujur kampus keluarga,angry,0.95
lolos interview kerja banget rumah,happy,0.14
semangat mbull,happy,0.01
tonton youtube pikir teman kantor,neutral,0.35
kesal banget kantor teman kantor,angry,0.73
baca berita santai bareng teman,neutral,0.3
produktif suasana hati bagus random kantor teman kantor,happy,0.26
kabar bahagia masyaallah alhamdulillah,happy,0.05
pikir susah tidur rumah keluarga,anxious,0.86
terima kasih ya bikin hari sumpah kampus teman kantor,happy,0.12
duduk dengar musik pikir kampus keluarga,neutral,0.2
lolos interview kerja coba santai pas jalan,happy,0.13
susah ayoin bangsat,angry,0.95
besok jadwal meeting rutin sumpah kantor,neutral,0.29
marah banget pas jalan,angry,0.77
bingung takut ambil putus ya,anxious,0.89
geram banget layan pikir kampus teman kantor,angry,0.94
orang orang bodoh agung tau kerja,neutral,0.24
malam pikir sedih kampus teman kantor,sad,0.61
tugas selesai lega banget serius kampus teman kantor,happy,0.23
geram banget layan pas jalan teman kantor,angry,0.68
tugas selesai lega banget banget asli kantor,happy,0.27
marah banget orang orang jahat banget,angry,0.96
enak ya,neutral,0.23
besok jadwal meeting rutin ya rumah teman kantor,neutral,0.22
anxious banget meeting coba santai pas jalan,anxious,0.89
cemas serius kampus,anxious,0.71
anak susah makan kurus bunda jangan sedih mrpro atas gngguan susah makan order wa bahan bakar minyak coba,neutral,0.22
parah iya enak rebah coy mbi lihat udan,neutral,0.24
takut hasil jelek sumpah kampus,anxious,0.92
pikir susah tidur serius malam teman kantor,anxious,0.74
pikir susah tidur banget asli malam,anxious,0.85
cemas coba santai malam,anxious,0.92
khawatir kondisi pikir bareng teman,anxious,0.74
geram banget layan banget asli kantor keluarga,angry,0.9
tugas selesai lega banget jujur pagi,happy,0.17
nasi canpur sambal cikur sangrai,neutral,0.2
sabar bohong serius pagi,angry,0.89
marah lucu kampus,angry,0.94
takut hasil jelek serius,anxious,0.85
kesal banget pagi,angry,0.71
takut hasil jelek pikir rumah keluarga,anxious,0.71
deg degan tunggu hasil umum banget kantor keluarga,anxious,0.77
duduk dengar musik banget asli kampus teman kantor,neutral,0.4
kecewa banget hasil lucu malam teman kantor,sad,0.68
istirahat sebentar banget kampus teman kantor,sad,0.63
senang banget ketemu teman bareng teman keluarga,happy,0.19
deg degan tunggu hasil umum random pas jalan teman kantor,anxious,0.85
santai tau caption fungsi kurang lelah tau kerja tau santai ya jangan gampang goblok goblok orang goblok,angry,0.9
pagi pagi kabar senang banget habis sediha bikin bahagia,happy,0.1
khawatir kondisi pikir bareng teman,anxious,0.94
marah malam,angry,0.8
selesai makan siang malam teman kantor,neutral,0.23
takut hasil jelek pikir malam,anxious,0.91
duduk dengar musik banget kampus,neutral,0.21
dukacita kak semangat hug for,happy,0.19
terima kasih ya bikin hari lucu pagi,happy,0.17
senang banget ketemu teman lucu pas jalan,happy,0.12
lolos interview kerja,happy,0.17
serius rumah,neutral,0.31
orang bikin emosi banget sumpah kampus teman kantor,angry,0.86
lolos interview kerja serius pagi,happy,0.29
ular buaya tikus panggang enak,neutral,0.26
cuaca lumayan panas jujur rumah teman kantor,neutral,0.31
minggu seru banget coba santai bareng teman,happy,0.13
balas dendam cari elegant,angry,0.99
emosi lihat komentar orang jujur bareng teman,angry,0.72
marah banget kerja beranta bareng teman,angry,0.84
moga derita sakit kanker angkat sakit semangat,happy,0.17
minggu seru banget kampus,happy,0.29
pikir susah tidur pikir kampus teman kantor,anxious,0.75
anxious banget meeting pagi,anxious,0.9
duduk dengar musik lucu,neutral,0.21
terima kasih ya bikin hari banget asli pagi,happy,0.27
terima kasih ya bikin hari sumpah kampus teman kantor,happy,0.08
gugup coba santai kampus,anxious,0.95
pagi pergi sebentar minimarket sumpah rumah,neutral,0.31
produktif suasana hati bagus banget asli rumah teman kantor,happy,0.12
susah pindah on jadi rumah keluarga,sad,0.77
banget asli pagi,neutral,0.3
marah banget kerja beranta ya rumah,angry,0.88
deg degan tunggu hasil umum lucu teman kantor,anxious,0.94
sabar bohong banget asli pas jalan,angry,0.89
istirahat sebentar pikir malam,sad,0.71
makan favorit bikin bahagia pikir bareng teman teman kantor,happy,0.13
orang bikin emosi banget banget malam,angry,0.68
senang sehat makan normal habis bersih piring senyum semringah jual,happy,0.03
lelah sumpah pagi keluarga,sad,0.56
deg degan tunggu hasil umum ya kantor,anxious,0.94
khawatir kondisi banget kampus keluarga,anxious,0.8
malam pikir sedih coba santai kantor,sad,0.66
minggu seru banget rumah,happy,0.21
istirahat sebentar kantor,sad,0.76
gugup pagi,anxious,0.92
marah serius kampus,angry,0.8
kesal banget orang tidak tepat serius malam,angry,0.84
selesai makan siang sumpah kampus keluarga,neutral,0.35
takut tommy shelby tony stark,anxious,0.79
tugas selesai lega banget banget rumah teman kantor,happy,0.09
tau enak direct message blok,sad,0.76
malam pikir sedih coba santai bareng teman,sad,0.63
takut banget,anxious,0.72
senyum pas jadi,happy,0.09
besok jadwal meeting rutin banget asli pas jalan,neutral,0.24
marah random rumah,angry,0.73
bikin coba santai malam,angry,0.73
geram banget layan lucu bareng teman,angry,0.66
sedih banget ya,sad,0.84
lelah hadap orang egois pagi,angry,0.69
bingung takut ambil putus sumpah malam,anxious,0.92
kesal banget orang tidak tepat banget pagi keluarga,angry,0.85
tidak ada spesial banget kampus keluarga,neutral,0.31
banget malam teman kantor,sad,0.7
bagus jual galak takut,anxious,0.73
tidak ada spesial banget asli bareng teman,neutral,0.24
simpang air hitam antre kendaran normal empat kaki simpang situasi arus lintas lancar,neutral,0.34
khawatir kondisi ya rumah keluarga,anxious,0.82
jangan sedih karina,sad,0.71
hilang semangat bareng teman,sad,0.78
takut,anxious,0.83
emosi lihat komentar orang banget asli kampus teman kantor,angry,0.67
emosi lihat komentar orang pikir keluarga,angry,0.91
kecewa banget hasil lucu kantor,sad,0.78
rekan partner shohib ku this is sabtu santai enjoy,neutral,0.22
hilang semangat lucu,sad,0.68
lelah puas hasil bagus pikir pas jalan teman kantor,happy,0.07
anxious banget meeting kantor keluarga,anxious,0.96
gugup serius rumah keluarga,anxious,0.86
selesai makan siang malam teman kantor,neutral,0.4
istirahat sebentar pikir kampus keluarga,sad,0.85
percaya tidak ada wanita pasang komunikasi mantan,neutral,0.32
habis beres kamar kerja banget asli pas jalan,neutral,0.29
selesai makan siang banget asli kampus,neutral,0.22
pagi pergi sebentar minimarket serius pagi,neutral,0.25
ah sedih,sad,0.75
sabar bohong serius kampus keluarga,angry,0.73
masama mbak semangat pagi,happy,0.13
terima kasih ya bikin hari kantor,happy,0.06
lucu he iya kak sakit hati pindah bal harga turis libur bal bal sepi banget putus hubung kerja gulung tikar turis lokal syukur ampun,sad,0.76
terima kasih ya bikin hari coba santai keluarga,happy,0.2
anxious banget meeting coba santai malam,anxious,0.94
habis beres kamar kerja ya malam,neutral,0.37
hilang semangat pikir malam,sad,0.84
kecewa banget hasil jujur pagi,sad,0.64
takut jeongwoo merah,anxious,0.78
senyum pas jadi jujur bareng teman keluarga,happy,0.08
ciput kena suruh pakai atas mukena lihat kaget kayak tertawa tidak kalau periksa tidak pakai ciput puter ngadep tembok pasang ciput tidak sampai detik,happy,0.12
bingung takut ambil putus jujur pagi,anxious,0.74
tidak ada spesial pikir malam,neutral,0.43
pagi pergi sebentar minimarket random pagi teman kantor,neutral,0.44
takut hasil jelek sumpah keluarga,anxious,0.84
tidak ada spesial rumah keluarga,neutral,0.38
kesal banget pikir rumah teman kantor,angry,0.68
lelah hadap orang egois pikir bareng teman keluarga,angry,0.93
lelah hadap orang egois lucu malam teman kantor,angry,0.75
cemas jujur bareng teman,anxious,0.85
bingung takut ambil putus pikir rumah keluarga,anxious,0.84
beli panik sebab kurang telur ayam,neutral,0.23
tidak suka valentine tidak bisa gombal suka mending tidak usah kasih sayang gombal istimewa kayak coklat valentine,neutral,0.24
bingung takut ambil putus sumpah malam keluarga,anxious,0.83
ateis puja fol gas coba rinci ateis tidak abal pakar ateis tidak bisa maki cewek bego kayak,sad,0.6
bingung takut ambil putus lucu bareng teman,anxious,0.71
takut gagal presentasi besok banget asli kampus teman kantor,anxious,0.73
marah coba santai,angry,0.71
cemas pikir banget asli bareng teman,anxious,0.73
bukan lebih sangar turut goblok bin tolol ingat baik acuh,angry,1.0
sumpah kantor,neutral,0.34
moga cepat sembuh tidak enak gatal gatal,happy,0.13
pagi pergi sebentar minimarket ya rumah teman kantor,neutral,0.38
libra salah diartiin php mulu behaviournya suka bikin nyaman orang,neutral,0.29
makan favorit bikin bahagia lucu pagi teman kantor,happy,0.14
serius takut salah info,anxious,0.85
random pas jalan keluarga,sad,0.81
cemas coba santai pagi teman kantor,anxious,0.79
lucu pagi teman kantor,sad,0.73
semangat nona habis sih akun,happy,0.17
istirahat sebentar banget asli kantor,sad,0.57
tonton youtube banget rumah,neutral,0.28
cuaca lumayan panas serius pagi teman kantor,neutral,0.43
tonton youtube serius kantor,neutral,0.33
geram banget layan random pagi teman kantor,angry,0.77
asli malu malu orang indonesia tolol rep latah cilukba pakai huruf hijaiyah ngntd ganti huruf pakai salib tiktok filipin fyp repnya ngtd dasar goblogg tren tiktok ter tolol,angry,0.99
kesal banget ya pagi teman kantor,angry,0.83
kesal banget ya kampus,angry,0.82
zenwalk gnu linux umum ya tidak baru,neutral,0.22
hilang semangat jujur rumah,sad,0.57
takut hasil jelek pikir,anxious,0.91
pintar bodoh,neutral,0.39
bangsat orang suka pinjam duit pas tagih lari kasih ampun,angry,0.93
jujur rumah,neutral,0.35
marah banget kerja beranta sumpah pas jalan,angry,0.66
susah pindah on jadi coba santai pas jalan teman kantor,sad,0.56
cengeng suka misuh keluh bicara kasar tau asli kayak takut teman rl tidak nyaman teman rl ajak know trust them,anxious,0.71
produktif suasana hati bagus jujur pagi,happy,0.08
tapak kaki ujung terminal enam pagi taksi pes timbang nimbang arah tuju kaki gerak ujung tumit ulang kali,neutral,0.25
anxious banget meeting sumpah kampus,anxious,0.76
kosong random kampus,sad,0.77
random pas jalan,neutral,0.24
minggu seru banget serius,happy,0.19
orang bikin emosi banget serius pagi,angry,0.85
banguna buka livescore manu kalah,neutral,0.22
pagi pergi sebentar minimarket teman kantor,neutral,0.36
emosi lihat komentar orang bareng teman,angry,0.93
kecewa banget hasil pikir pas jalan,sad,0.77
duduk dengar musik ya bareng teman,neutral,0.35
habis beres kamar kerja jujur kantor teman kantor,neutral,0.26
sapa tau bangun kaget,neutral,0.37
cuaca lumayan panas pikir malam teman kantor,neutral,0.34
senyum pas jadi pikir kampus,happy,0.11
istirahat sebentar jujur malam,sad,0.78
selesai makan siang ya kantor teman kantor,neutral,0.23
cuaca lumayan panas banget asli bareng teman,neutral,0.39
kantor keluarga,sad,0.6
susah pindah on jadi random,sad,0.73
berat banget jalan lucu kampus keluarga,sad,0.63
kabar keluarga pagi pikir keluarga,happy,0.29
emosi lihat komentar orang,angry,0.92
tonton youtube pikir keluarga,neutral,0.39
bingung takut ambil putus jujur kampus,anxious,0.75
lelah puas hasil bagus malam teman kantor,happy,0.06
bikin banget asli malam,angry,0.7
cemas random pagi,anxious,0.98
random rumah,neutral,0.27
lelah puas hasil bagus coba santai,happy,0.15
bikin banget bareng teman,angry,0.69
kesal banget banget asli malam,angry,0.78
duduk dengar musik ya pagi,neutral,0.25
emosi lihat komentar orang pikir malam keluarga,angry,0.92
cuaca lumayan panas kampus,neutral,0.35
banget asli kampus,neutral,0.32
lelah hadap orang egois pas jalan keluarga,angry,0.87
sabtu jadwal bersih bersih kamar indekos beranta klora pasuk usia kepala,neutral,0.3
bingung takut ambil putus pikir kantor teman kantor,anxious,0.84
takut hasil jelek pagi keluarga,anxious,0.78
habis beres kamar kerja banget asli bareng teman keluarga,neutral,0.4
istirahat sebentar lucu teman kantor,sad,0.79
sedih tengkar cemburu menang ngembek,sad,0.66
temu petama tidak temu terima kasih peduli terima kasih tegur semangat terima kasih hadir jalan cerita,happy,0.14
sabar bohong lucu rumah teman kantor,angry,0.89
orang bikin emosi banget serius rumah,angry,0.71
makan favorit bikin bahagia jujur,happy,0.23
natural killer kerja gila pinjam hair dryer dept tulah takut plak kanto bos,anxious,0.88
kesal banget rumah,angry,0.83
takut twit,anxious,0.72
bikin pikir kantor,angry,0.78
sedih banget pagi,sad,0.61
deg degan tunggu hasil umum banget asli,anxious,0.92
baca berita santai ya pas jalan,neutral,0.23
geram banget layan pikir pas jalan teman kantor,angry,0.78
lelah hadap orang egois lucu malam,angry,0.91
tidak saya anggap kayak me time,neutral,0.34
susah pindah on jadi pikir kampus,sad,0.66
orang bikin emosi banget lucu malam,angry,0.77
minggu seru banget serius malam,happy,0.23
random pagi,sad,0.64
iya emak gue bodoh,angry,0.87
baca berita santai bareng teman,neutral,0.25
patut tidak tapi kadang bodoh orang tidak tahu tetap pergi,sad,0.57
takut hasil jelek coba santai pas jalan,anxious,0.79
gugup serius bareng teman teman kantor,anxious,0.97
lelah coba santai malam,sad,0.56
sepi aneh kayak perhati tidak ada sapa,anxious,0.82
banget cancel culture benar ala sjw zaman tahap sangat jijik tidak beda orang orang jalan suka main hakim bikin nyawa orang layang,angry,0.88
kesal banget serius,angry,0.93
emosi lihat komentar orang lucu bareng teman,angry,0.69
hilang semangat serius kampus,sad,0.85
sabar bohong random pas jalan,angry,0.73
malu banget salah tag jenonyaa,anxious,0.71
berat banget jalan pikir,sad,0.7
kabar keluarga pagi ya rumah,happy,0.07
produktif suasana hati bagus pikir bareng teman teman kantor,happy,0.25
takut gagal presentasi besok random teman kantor,anxious,0.71
takut teman tinggal plek tempel pupil kecuali tangan gatal kucek mata ya jangaan nyopotinnya tidak perih kayak cubit,anxious,0.73
istirahat sebentar random malam,sad,0.67
geram banget layan sumpah,angry,0.88
jerman studio syuting jalan aconh gelagat zema care jerman maklum insting bencong beres syuting ze break giat syuting balia jerman saida,neutral,0.24
cemas banget asli,anxious,0.91
cemas coba santai malam,anxious,0.93
kesal banget orang tidak tepat rumah,angry,0.91
berat banget jalan random pas jalan,sad,0.84
cemas lucu malam,anxious,0.96
takut gagal presentasi besok banget rumah keluarga,anxious,0.87
contoh orang sosial media ya close minded racist bodoh attitude tidak ada,angry,0.9
terima kasih ya bikin hari serius kampus,happy,0.09
aowkowkwok sedih biasa mari tertawa,happy,0.15
emosi lihat komentar orang coba santai pas jalan,angry,0.91
cuaca lumayan panas coba santai,neutral,0.43
habis beres kamar kerja pikir malam,neutral,0.31
tonton youtube banget kantor,neutral,0.22
malam pikir sedih coba santai malam,sad,0.66
selesai makan siang pikir malam teman kantor,neutral,0.21
khawatir kondisi pikir kantor keluarga,anxious,0.71
pagi pergi sebentar minimarket random kampus keluarga,neutral,0.33
pagi pergi sebentar minimarket banget asli pagi teman kantor,neutral,0.45
tonton youtube banget kampus,neutral,0.43
sabar bohong pikir,angry,0.94
lelah hadap orang egois pikir pagi keluarga,angry,0.79
takut hasil jelek ya rumah,anxious,0.75
marah banget kerja beranta ya rumah,angry,0.67
tonton youtube ya,neutral,0.37
kabar keluarga pagi sumpah pas jalan,happy,0.07
istirahat sebentar pagi keluarga,sad,0.63
kampus keluarga,neutral,0.25
sabar bohong pikir,angry,0.68
deg deg an tidak bisa pikir gugup tingkat tremor,anxious,0.8
emosi lihat komentar orang pikir kampus,angry,0.87
lelah rumah teman kantor,sad,0.78
lucu kantor teman kantor,sad,0.58
patrick wilson peran astronot john bradley whistle blower patut acung jempol totalitas akting kualitas akting halle berry juara berkat profesionalitas jam terbang,neutral,0.36
deg degan tunggu hasil umum jujur kantor,anxious,0.74
pagi pergi sebentar minimarket kantor,neutral,0.28
hidup pilih apa buat sedih tinggal apa buat senyum tahan,neutral,0.31
tidak ada spesial ya bareng teman teman kantor,neutral,0.22
geram banget layan serius pagi,angry,0.71
takut gagal presentasi besok random kampus,anxious,0.92
kecewa banget hasil banget asli pagi,sad,0.74
ku cerita sadar tidak dekat temu bincang enggan laku ku ingat he just your friend not more,neutral,0.21
pagi pergi sebentar minimarket sumpah rumah teman kantor,neutral,0.35
cemas pikir serius malam,anxious,0.83
sabar bohong coba santai,angry,0.71
susah pindah on jadi pikir kantor keluarga,sad,0.76
cemas pikir serius kampus,anxious,0.96
sedih banget malam,sad,0.58
lelah puas hasil bagus bareng teman,happy,0.17
sedih foto sopi diapus,sad,0.67
besok jadwal meeting rutin lucu teman kantor,neutral,0.41
takut hasil jelek serius malam,anxious,0.85
makan favorit bikin bahagia lucu malam teman kantor,happy,0.13
kabar keluarga pagi pikir pagi teman kantor,happy,0.2
takut hasil jelek banget rumah,anxious,0.83
cemas banget pagi,anxious,0.78
minum teh pagi pagi enak banget,happy,0.01
gugup serius rumah,anxious,0.95
senyum pas jadi pikir malam,happy,0.23
selesai makan siang jujur kantor,neutral,0.45
orang bikin emosi banget banget asli pas jalan,angry,0.81
khawatir kondisi kampus keluarga,anxious,0.96
lelah puas hasil bagus ya kantor,happy,0.21
senang banget ketemu teman banget pas jalan,happy,0.29
lucu takut dimaininn aduh,anxious,0.83
cemas pikir pikir bareng teman teman kantor,anxious,0.93
duduk dengar musik pikir bareng teman,neutral,0.37
semangat puasa an,happy,0.18
takut gagal presentasi besok sumpah keluarga,anxious,0.94
tonton youtube ya,neutral,0.28
maless orang bego,angry,0.97
pagi pergi sebentar minimarket serius rumah,neutral,0.23
kesal sedih alias kecewa bro semangat wts loyo,sad,0.67
takut hasil jelek ya bareng teman,anxious,0.91
terima kasih ya bikin hari ya bareng teman keluarga,happy,0.08
kaget takut kemarin minta,neutral,0.27
pap normal,neutral,0.32
pagi dunia tidak boleh sedih semangats,happy,0.18
iya juwi emosi pagi,angry,0.99
bingung takut ambil putus coba santai kampus,anxious,0.88
anxious banget meeting coba santai bareng teman teman kantor,anxious,0.79
pagi pergi sebentar minimarket sumpah pagi keluarga,neutral,0.23
sedih banget pikir kantor keluarga,sad,0.71
semangat pagi,happy,0.05
makan favorit bikin bahagia serius pagi teman kantor,happy,0.26
kesal banget orang tidak tepat random bareng teman keluarga,angry,0.78
kelas ya kayak kelas sesi ribut banget sesi sepi banget huhu hobi ngevlog kelas giat vlog,neutral,0.24
marah pikir kantor,angry,0.78
geram banget layan jujur keluarga,angry,0.71
sedih banget salam kucing,sad,0.73
gugup serius,anxious,0.71
selesai makan siang teman kantor,neutral,0.44
pikir susah tidur rumah,anxious,0.75
hilang semangat bareng teman,sad,0.61
baca berita santai lucu,neutral,0.2
senyum pas jadi jujur bareng teman,happy,0.15
ya masyarakt doa curang tidak adil moga azab diksh sepediha masuk neraka jahanam walaupn kelak taubat amin,neutral,0.25
cemas pikir serius pas jalan,anxious,0.77
kesal banget orang tidak tepat malam keluarga,angry,0.88
berat banget jalan coba santai bareng teman,sad,0.68
kesal banget kampus,angry,0.72
baca berita santai banget pagi,neutral,0.28
tonton youtube lucu pas jalan teman kantor,neutral,0.29
pagi pergi sebentar minimarket pikir bareng teman,neutral,0.2
tugas selesai lega banget banget pagi,happy,0.14
geram banget layan kampus keluarga,angry,0.68
kecewa banget hasil pas jalan,sad,0.59
kesal banget orang tidak tepat lucu bareng teman,angry,0.72
sedih banget sumpah pagi,sad,0.63
sumpah rumah teman kantor,sad,0.74
susah pindah on jadi,sad,0.65
lelah banget asli bareng teman,sad,0.59
anxious banget meeting lucu,anxious,0.82
cuaca lumayan panas,neutral,0.33
produktif suasana hati bagus malam teman kantor,happy,0.14
khawatir kondisi bareng teman,anxious,0.74
kabar keluarga pagi kampus keluarga,happy,0.24
emosi lihat komentar orang kantor,angry,0.76
random pagi,neutral,0.43
istirahat sebentar banget asli kantor,sad,0.59
kadang suka emosi baca orang goblok susah ajak obrol,angry,0.9
baca berita santai kantor keluarga,neutral,0.28
emosi lihat komentar orang lucu bareng teman,angry,0.74
duduk dengar musik lucu bareng teman,neutral,0.33
senyum pas jadi ya kantor,happy,0.27
bingung takut ambil putus banget asli pagi,anxious,0.87
susah pindah on jadi sumpah,sad,0.78
anxious banget meeting banget kampus,anxious,0.77
marah rumah teman kantor,angry,0.76
susah pindah on jadi kampus,sad,0.84
tonton youtube banget asli pagi,neutral,0.3
kabar keluarga pagi lucu rumah keluarga,happy,0.12
habis beres kamar kerja jujur pagi teman kantor,neutral,0.33
orang bijak ajar orang bodoh orang bodoh tidak mau ajar orang bijak,neutral,0.24
produktif suasana hati bagus ya pas jalan,happy,0.19
lelah puas hasil bagus jujur kantor keluarga,happy,0.28
malam pikir sedih coba santai kantor teman kantor,sad,0.75
takut gagal presentasi besok banget kantor,anxious,0.81
kosong banget asli kampus teman kantor,sad,0.66
senyum pas jadi pikir rumah,happy,0.19
kesal banget jujur pagi,angry,0.9
marah banget kerja beranta random malam teman kantor,angry,0.72
lelah hadap orang egois jujur pagi,angry,0.87
habis beres kamar kerja banget asli,neutral,0.45
baca berita santai banget asli pagi teman kantor,neutral,0.21
bingung takut ambil putus lucu rumah,anxious,0.75
senang banget ketemu teman banget rumah,happy,0.22
bodoh,neutral,0.27
hilang semangat lucu kampus,sad,0.63
bangun rumah sepi tau mana sepi,sad,0.61
sedih banget random kantor,sad,0.57
bareng teman,sad,0.83
cemas pikir kantor,anxious,0.82
makan favorit bikin bahagia lucu kantor keluarga,happy,0.2
lelah banget asli,sad,0.6
kecewa banget hasil banget rumah,sad,0.61
besok jadwal meeting rutin coba santai kampus teman kantor,neutral,0.3
jaehyun jungwoo bawa tertawa bahagia jungwoo diam jaehyun cubit pipi nepokin pantat jungwoo,happy,0.16
produktif suasana hati bagus banget asli kantor teman kantor,happy,0.24
lelah banget asli bareng teman teman kantor,sad,0.76
bingung takut ambil putus banget asli pagi keluarga,anxious,0.84
seru tau prenjon zer kadang sedih kadang bawa asa seru,happy,0.0
anxious banget meeting random malam teman kantor,anxious,0.93
cemas serius pas jalan keluarga,anxious,0.89
kabar keluarga pagi banget malam,happy,0.08
bingung takut ambil putus pikir pas jalan,anxious,0.78
lelah random,sad,0.81
marah ya keluarga,angry,0.94
produktif suasana hati bagus jujur kampus teman kantor,happy,0.11
senang banget ketemu teman kampus keluarga,happy,0.13
benci banget gampang menang obrol orang tua,angry,0.86
deg degan tunggu hasil umum jujur pagi teman kantor,anxious,0.87
bangsat setel lagu galau pagi pagi,angry,0.95
suka nder habis pakai makeup kecewa putus kotor sensasi geli gadapet,sad,0.79
anxious banget meeting banget kantor,anxious,0.93
enak goreng kuah kemarin beli goreng kayak tidak ada pedas pedesnya kecewa,sad,0.6
bikin pikir kampus,angry,0.9
geram banget layan serius malam keluarga,angry,0.81
tonton youtube banget kampus teman kantor,neutral,0.43
sedih banget banget asli bareng teman keluarga,sad,0.56
selesai makan siang jujur pas jalan,neutral,0.26
kabar keluarga pagi banget malam keluarga,happy,0.27
emosi lihat komentar orang random pagi,angry,0.93
gugup random kampus,anxious,0.78
takut gagal presentasi besok lucu malam teman kantor,anxious,0.98
cemas lucu pas jalan,anxious,0.88
my bangun buka handphone kabar kayak senang banget ya ampun,happy,0.13
tonton youtube coba santai bareng teman,neutral,0.39
terima kasih ya bikin hari pas jalan,happy,0.26
senyum pas jadi coba santai pagi,happy,0.14
marah banget kerja beranta pas jalan,angry,0.85
sabar bohong pikir pas jalan,angry,0.71
minggu seru banget serius kampus keluarga,happy,0.22
pengaruh pakai pas malam tidur besok normal,neutral,0.29
besok jadwal meeting rutin jujur teman kantor,neutral,0.33
berat banget jalan jujur keluarga,sad,0.85
serius kantor,neutral,0.34
gugup random malam,anxious,0.93
orang bikin emosi banget pas jalan keluarga,angry,0.9
orang bego jam gin makan geprek,neutral,0.25
istirahat sebentar jujur pagi,sad,0.58
senang banget ketemu teman sumpah bareng teman keluarga,happy,0.19
tugas selesai lega banget sumpah pas jalan,happy,0.05
duduk dengar musik random bareng teman keluarga,neutral,0.21
bikin coba santai kantor,angry,0.85
pagi pagi rusak suasana hati thial nak orang tolong payah marah marah elok orang ikhlas paksa alah,angry,0.89
marah banget kerja beranta pikir kantor teman kantor,angry,0.85
senang banget ketemu teman lucu malam keluarga,happy,0.28
khawatir kondisi pikir,anxious,0.86
deg degan tunggu hasil umum kantor,anxious,0.79
makan favorit bikin bahagia pikir pas jalan,happy,0.22
orang bikin emosi banget pikir,angry,0.92
hilang semangat pas jalan,sad,0.69
jangan pergi ustad ya suka suka stad lucu,happy,0.18
emosi lihat komentar orang pas jalan,angry,0.72
makan favorit bikin bahagia kantor keluarga,happy,0.19
selesai makan siang jujur bareng teman,neutral,0.4
kecewa banget hasil pikir kampus,sad,0.61
geram banget layan ya,angry,0.65
kabar keluarga pagi jujur malam,happy,0.08
hilang semangat serius malam teman kantor,sad,0.59
hilang semangat pikir rumah,sad,0.79
tugas selesai lega banget jujur rumah teman kantor,happy,0.15
baca berita santai random pas jalan teman kantor,neutral,0.37
duduk dengar musik pas jalan,neutral,0.23
deg degan tunggu hasil umum pikir rumah,anxious,0.97
besok jadwal meeting rutin bareng teman teman kantor,neutral,0.43
mark tipe orang etik huruf dibanyakin biar tidak kira marah ya,neutral,0.2
anak cucu bangsat bangsa,angry,0.97
