,text,emotion_label,stress_label
9294,udah sabar tapi masih dibohongin agak random sih pas perjalanan sama temen kantor,angry,0.72
9295,akhirnya tugas selesai juga lega banget tapi yaudahlah di rumah sama dia,happy,0.27
9296,sekarang lagi nonton youtube wkwk sama temen kantor,neutral,0.38
9297,seneng banget hari ini ketemu temen lama hari ini waktu malam sama keluarga,happy,0.09
9298,tadi pagi pergi sebentar ke minimarket banget pas perjalanan sendiri,neutral,0.41
9299,kepikiran banyak hal sampai susah tidur jujur aja pas perjalanan,anxious,0.94
9300,akhir minggu ini seru banget dari tadi kepikiran bareng temen sendiri,happy,0.13
9301,hari ini produktif dan mood bagus jujur aja di kantor sama keluarga,happy,0.22
9302,lagi duduk sambil denger musik jujur aja di kantor sama temen kantor,neutral,0.43
9303,lagi duduk sambil denger musik dan kepikiran terus waktu malam sama dia,neutral,0.26
9304,orang itu bikin emosi banget hari ini bareng temen sama keluarga,angry,0.92
9305,akhir minggu ini seru banget sumpah di kantor sama keluarga,happy,0.09
9306,makan favorit hari ini bikin bahagia wkwk bareng temen sama keluarga,happy,0.25
9307,khawatir sama kondisi sekarang dari tadi kepikiran di rumah sama dia,anxious,0.8
9308,besok ada jadwal meeting rutin serius pas perjalanan sama keluarga,neutral,0.36
9309,aku cuma pengen istirahat sebentar agak random sih di rumah sama keluarga,sad,0.66
9310,capek sama keadaan sekarang banget asli bareng temen,sad,0.63
9311,besok ada jadwal meeting rutin dan kepikiran terus di kantor sama dia,neutral,0.36
9312,hari ini berat banget dijalanin agak random sih bareng temen sama dia,sad,0.74
9313,capek sih tapi puas hasilnya bagus banget sama temen kantor,happy,0.07
9314,akhirnya tugas selesai juga lega banget serius di kampus sama temen kantor,happy,0.23
9315,capek sama keadaan sekarang dari tadi kepikiran bareng temen sama temen kantor,sad,0.62
9316,emosi lihat komentar orang tadi hari ini di rumah,angry,0.87
9317,akhir minggu ini seru banget padahal udah coba santai waktu malam,happy,0.18
9318,kehilangan semangat buat ngapa ngapain dari tadi kepikiran di kantor sama keluarga,sad,0.8
9319,masih susah move on dari kejadian itu padahal udah coba santai waktu malam sama temen kantor,sad,0.75
9320,hari ini berat banget dijalanin banget asli tadi pagi sama keluarga,sad,0.8
9321,ngerasa sendirian akhir akhir ini sih di kantor sama dia,sad,0.75
9322,tadi pagi pergi sebentar ke minimarket tapi yaudahlah waktu malam sama dia,neutral,0.22
9323,malam ini kepikiran terus jadi sedih sih bareng temen sama dia,sad,0.71
9324,habis beresin kamar dan lanjut kerja bareng temen sama keluarga,neutral,0.36
9325,lagi duduk sambil denger musik serius waktu malam sendiri,neutral,0.28
9326,rasanya gugup terus hari ini dan kepikiran terus di kantor sama temen kantor,anxious,0.7
9327,deg degan nunggu hasil pengumuman wkwk di kampus,anxious,0.74
9328,hari ini ga ada hal spesial tapi yaudahlah tadi pagi sama keluarga,neutral,0.27
9329,habis beresin kamar dan lanjut kerja di kampus sendiri,neutral,0.23
9330,emosi lihat komentar orang tadi banget di kampus sama dia,angry,0.75
9331,habis beresin kamar dan lanjut kerja banget tadi pagi sendiri,neutral,0.45
9332,marah banget karena kerjaan berantakan dan kepikiran terus di rumah sama keluarga,angry,0.73
9333,anxious banget sebelum meeting tadi dan kepikiran terus bareng temen sama dia,anxious,0.8
9334,dapat kabar baik dari keluarga tadi pagi banget asli waktu malam sendiri,happy,0.11
9335,anxious banget sebelum meeting tadi banget di kampus sendiri,anxious,0.77
9336,cemas mikirin masa depan tapi yaudahlah tadi pagi sama dia,anxious,0.86
9337,cuaca hari ini lumayan panas di kantor sama dia,neutral,0.44
9338,orang itu bikin emosi banget hari ini tadi pagi,angry,0.91
9339,besok ada jadwal meeting rutin padahal udah coba santai bareng temen sama temen kantor,neutral,0.26
9340,emosi lihat komentar orang tadi banget di kantor sendiri,angry,0.67
9341,rasanya sedih banget akhir akhir ini dari tadi kepikiran di rumah,sad,0.55
9342,orang itu bikin emosi banget jujur aja tadi pagi sendiri,angry,0.78
9343,bingung dan takut ambil keputusan sumpah di kantor sama dia,anxious,0.76
9344,akhirnya tugas selesai juga lega banget agak random sih tadi pagi sama keluarga,happy,0.12
9345,emosi lihat komentar orang tadi dari tadi kepikiran di kampus sendiri,angry,0.76
9346,hari ini produktif dan mood bagus banget pas perjalanan,happy,0.21
9347,akhirnya tugas selesai juga lega banget dari tadi kepikiran waktu malam sendiri,happy,0.19
9348,malam ini kepikiran terus jadi sedih dari tadi kepikiran tadi pagi sendiri,sad,0.57
9349,baru selesai makan siang tadi sumpah di kantor sama temen kantor,neutral,0.33
9350,hari ini ga ada hal spesial waktu malam sama keluarga,neutral,0.29
9351,besok ada jadwal meeting rutin hari ini,neutral,0.3
9352,capek ngadepin orang yang egois wkwk di kampus sama temen kantor,angry,0.65
9353,rasanya kosong aja hari ini wkwk tadi pagi sendiri,sad,0.78
9354,kesal banget hari ini serius tadi pagi sendiri,angry,0.66
9355,hari ini biasa aja seperti biasanya banget asli waktu malam sendiri,neutral,0.28
9356,tadi pagi pergi sebentar ke minimarket wkwk pas perjalanan sama keluarga,neutral,0.24
9357,besok ada jadwal meeting rutin dan kepikiran terus waktu malam sama temen kantor,neutral,0.34
9358,capek sama keadaan sekarang tapi yaudahlah di rumah sendiri,sad,0.77
9359,hari ini biasa aja seperti biasanya serius pas perjalanan sama dia,neutral,0.38
9360,capek ngadepin orang yang egois jujur aja tadi pagi sama temen kantor,angry,0.66
9361,capek sama keadaan sekarang serius sama keluarga,sad,0.79
9362,masih susah move on dari kejadian itu agak random sih di rumah,sad,0.62
9363,kesal banget hari ini serius pas perjalanan sendiri,angry,0.89
9364,senyum sendiri pas inget kejadian tadi sumpah di kampus sama temen kantor,happy,0.09
9365,hari ini ga ada hal spesial serius tadi pagi sama keluarga,neutral,0.2
9366,kehilangan semangat buat ngapa ngapain dan kepikiran terus sama temen kantor,sad,0.61
9367,rasanya gugup terus hari ini agak random sih di rumah sendiri,anxious,0.73
9368,rasanya pengen marah terus bareng temen sama keluarga,angry,0.88
9369,seneng banget hari ini ketemu temen lama dan kepikiran terus waktu malam sama dia,happy,0.18
9370,kesal banget hari ini jujur aja sama temen kantor,angry,0.88
9371,lagi baca berita sambil santai banget di kantor sama dia,neutral,0.44
9372,kesal banget hari ini padahal udah coba santai di rumah sama dia,angry,0.92
9373,capek ngadepin orang yang egois sumpah di kampus sama dia,angry,0.94
9374,capek ngadepin orang yang egois,angry,0.88
9375,makasih ya udah bikin hariku lebih baik serius tadi pagi sama temen kantor,happy,0.12
9376,kepikiran banyak hal sampai susah tidur dari tadi kepikiran bareng temen sama temen kantor,anxious,0.81
9377,rasanya gugup terus hari ini tapi yaudahlah di kampus,anxious,0.87
9378,takut kalau hasilnya jelek banget di kampus sendiri,anxious,0.87
9379,takut kalau hasilnya jelek jujur aja sama temen kantor,anxious,0.8
9380,hari ini berat banget dijalanin dari tadi kepikiran pas perjalanan sama temen kantor,sad,0.6
9381,capek sih tapi puas hasilnya bagus wkwk di kampus sama dia,happy,0.21
9382,tadi pagi pergi sebentar ke minimarket sih di rumah sendiri,neutral,0.45
9383,hari ini produktif dan mood bagus agak random sih bareng temen sama temen kantor,happy,0.09
9384,aku cuma pengen istirahat sebentar serius pas perjalanan,sad,0.68
9385,masih susah move on dari kejadian itu banget di kampus sendiri,sad,0.78
9386,lagi baca berita sambil santai dari tadi kepikiran di rumah sendiri,neutral,0.41
9387,masih susah move on dari kejadian itu dari tadi kepikiran waktu malam sama dia,sad,0.56
9388,rasanya kosong aja hari ini di kantor sendiri,sad,0.72
9389,kepikiran banyak hal sampai susah tidur dan kepikiran terus tadi pagi sama dia,anxious,0.78
9390,kesel banget sama orang yang ga tepat waktu sumpah di kantor sama temen kantor,angry,0.67
9391,masih susah move on dari kejadian itu di kantor,sad,0.59
9392,emosi lihat komentar orang tadi dari tadi kepikiran di kantor sama temen kantor,angry,0.93
9393,habis beresin kamar dan lanjut kerja tapi yaudahlah pas perjalanan sama temen kantor,neutral,0.25
9394,akhirnya lolos interview kerja di kantor sendiri,happy,0.23
9395,marah banget karena kerjaan berantakan padahal udah coba santai tadi pagi,angry,0.82
9396,baru selesai makan siang tadi banget waktu malam sendiri,neutral,0.21
9397,emosi lihat komentar orang tadi jujur aja waktu malam sama keluarga,angry,0.94
9398,sekarang lagi nonton youtube tapi yaudahlah di kantor sama temen kantor,neutral,0.29
9399,rasanya pengen marah terus wkwk di kantor sama temen kantor,angry,0.8
9400,akhirnya tugas selesai juga lega banget jujur aja di rumah sama keluarga,happy,0.12
9401,rasanya kosong aja hari ini tapi yaudahlah waktu malam sendiri,sad,0.75
9402,hari ini ga ada hal spesial sumpah waktu malam sendiri,neutral,0.35
9403,makasih ya udah bikin hariku lebih baik banget asli bareng temen,happy,0.27
9404,hari ini produktif dan mood bagus jujur aja di kantor,happy,0.11
9405,akhir minggu ini seru banget agak random sih di rumah sama dia,happy,0.24
9406,rasanya gugup terus hari ini padahal udah coba santai bareng temen sama keluarga,anxious,0.7
9407,capek sama keadaan sekarang tapi yaudahlah sama dia,sad,0.66
9408,emosi lihat komentar orang tadi hari ini bareng temen sama dia,angry,0.93
9409,makan favorit hari ini bikin bahagia tadi pagi sama temen kantor,happy,0.12
9410,besok ada jadwal meeting rutin agak random sih pas perjalanan sama keluarga,neutral,0.4
9411,udah sabar tapi masih dibohongin jujur aja sama dia,angry,0.93
9412,akhirnya tugas selesai juga lega banget sumpah di kampus sama keluarga,happy,0.3
9413,aku cuma pengen istirahat sebentar sih di rumah,sad,0.74
9414,akhirnya tugas selesai juga lega banget di kampus sama temen kantor,happy,0.16
9415,ngerasa sendirian akhir akhir ini jujur aja bareng temen sama keluarga,sad,0.67
9416,hari ini berat banget dijalanin banget asli waktu malam sama dia,sad,0.82
9417,kepikiran banyak hal sampai susah tidur wkwk waktu malam sama temen kantor,anxious,0.82
9418,ngerasa sendirian akhir akhir ini agak random sih bareng temen sama temen kantor,sad,0.79
9419,seneng banget hari ini ketemu temen lama di rumah sama keluarga,happy,0.08
9420,emosi lihat komentar orang tadi agak random sih di kantor sendiri,angry,0.81
9421,sekarang lagi nonton youtube sumpah pas perjalanan sama keluarga,neutral,0.28
9422,tadi pagi pergi sebentar ke minimarket banget sama dia,neutral,0.38
9423,orang itu bikin emosi banget dan kepikiran terus di kantor sama keluarga,angry,0.87
9424,hari ini ga ada hal spesial tapi yaudahlah di kantor sama dia,neutral,0.27
9425,makan favorit hari ini bikin bahagia sumpah sendiri,happy,0.05
9426,capek sama keadaan sekarang serius di rumah sendiri,sad,0.62
9427,makasih ya udah bikin hariku lebih baik dan kepikiran terus di kampus sama dia,happy,0.21
9428,rasanya sedih banget akhir akhir ini hari ini pas perjalanan sama keluarga,sad,0.85
9429,baru selesai makan siang tadi wkwk,neutral,0.3
9430,sekarang lagi nonton youtube sama dia,neutral,0.23
9431,senyum sendiri pas inget kejadian tadi padahal udah coba santai di kampus sama temen kantor,happy,0.26
9432,habis beresin kamar dan lanjut kerja wkwk bareng temen sama keluarga,neutral,0.22
9433,hari ini berat banget dijalanin tapi yaudahlah pas perjalanan sendiri,sad,0.84
9434,habis beresin kamar dan lanjut kerja serius waktu malam sama dia,neutral,0.32
9435,lagi duduk sambil denger musik wkwk di rumah sendiri,neutral,0.44
9436,emosi lihat komentar orang tadi sumpah,angry,0.77
9437,senyum sendiri pas inget kejadian tadi dan kepikiran terus bareng temen sendiri,happy,0.12
9438,hari ini berat banget dijalanin banget asli di rumah sama dia,sad,0.72
9439,hari ini produktif dan mood bagus sama temen kantor,happy,0.15
9440,cemas mikirin masa depan hari ini bareng temen sendiri,anxious,0.98
9441,sekarang lagi nonton youtube wkwk di rumah sama dia,neutral,0.3
9442,marah banget karena kerjaan berantakan dan kepikiran terus di kampus sama temen kantor,angry,0.89
9443,akhir akhir ini overthinking terus wkwk tadi pagi sama keluarga,anxious,0.95
9444,orang itu bikin emosi banget hari ini tadi pagi sendiri,angry,0.75
9445,ngerasa sendirian akhir akhir ini banget waktu malam sama temen kantor,sad,0.7
9446,emosi lihat komentar orang tadi sih tadi pagi,angry,0.76
9447,habis beresin kamar dan lanjut kerja hari ini di kampus,neutral,0.28
9448,takut gagal di presentasi besok tapi yaudahlah di rumah sendiri,anxious,0.98
9449,takut kalau hasilnya jelek di kampus sendiri,anxious,0.89
9450,rasanya pengen marah terus hari ini tadi pagi sama temen kantor,angry,0.77
9451,hari ini produktif dan mood bagus jujur aja bareng temen,happy,0.16
9452,capek sama keadaan sekarang dan kepikiran terus di rumah sama dia,sad,0.63
9453,takut gagal di presentasi besok banget pas perjalanan,anxious,0.92
9454,capek sih tapi puas hasilnya bagus banget pas perjalanan sama temen kantor,happy,0.05
9455,cuaca hari ini lumayan panas banget di kantor,neutral,0.4
9456,takut gagal di presentasi besok tapi yaudahlah tadi pagi,anxious,0.79
9457,akhirnya tugas selesai juga lega banget tapi yaudahlah pas perjalanan,happy,0.08
9458,makasih ya udah bikin hariku lebih baik sih pas perjalanan sama dia,happy,0.15
9459,baru selesai makan siang tadi sumpah bareng temen,neutral,0.37
9460,malam ini kepikiran terus jadi sedih sih bareng temen sama dia,sad,0.62
9461,dapat kabar baik dari keluarga tadi pagi dari tadi kepikiran di kantor sama keluarga,happy,0.19
9462,akhir akhir ini overthinking terus dari tadi kepikiran di kampus sama dia,anxious,0.78
9463,makan favorit hari ini bikin bahagia wkwk tadi pagi,happy,0.26
9464,rasanya kosong aja hari ini jujur aja sama keluarga,sad,0.81
9465,tadi pagi pergi sebentar ke minimarket bareng temen sama temen kantor,neutral,0.31
9466,besok ada jadwal meeting rutin wkwk sama temen kantor,neutral,0.41
9467,makan favorit hari ini bikin bahagia tapi yaudahlah,happy,0.19
9468,senyum sendiri pas inget kejadian tadi sama keluarga,happy,0.26
9469,habis beresin kamar dan lanjut kerja dan kepikiran terus waktu malam sama temen kantor,neutral,0.31
9470,orang itu bikin emosi banget sumpah waktu malam sama dia,angry,0.85
9471,habis beresin kamar dan lanjut kerja jujur aja pas perjalanan sama temen kantor,neutral,0.21
9472,deg degan nunggu hasil pengumuman sih bareng temen sama dia,anxious,0.75
9473,besok ada jadwal meeting rutin hari ini di kantor,neutral,0.24
9474,baru selesai makan siang tadi jujur aja tadi pagi sama dia,neutral,0.34
9475,hari ini ga ada hal spesial di rumah sendiri,neutral,0.4
9476,takut gagal di presentasi besok banget bareng temen sendiri,anxious,0.76
9477,anxious banget sebelum meeting tadi hari ini di rumah,anxious,0.72
9478,emosi lihat komentar orang tadi sumpah di kampus sama keluarga,angry,0.77
9479,baru selesai makan siang tadi sih sendiri,neutral,0.24
9480,masih susah move on dari kejadian itu dari tadi kepikiran waktu malam,sad,0.64
9481,senyum sendiri pas inget kejadian tadi hari ini di rumah,happy,0.2
9482,marah banget karena kerjaan berantakan serius sama dia,angry,0.74
9483,ngerasa sendirian akhir akhir ini padahal udah coba santai di rumah sendiri,sad,0.67
9484,takut gagal di presentasi besok tapi yaudahlah waktu malam sendiri,anxious,0.87
9485,kesal banget hari ini serius di kantor sendiri,angry,0.69
9486,geram banget sama pelayanan tadi dari tadi kepikiran,angry,0.95
9487,hari ini biasa aja seperti biasanya banget asli di kampus sama keluarga,neutral,0.4
9488,kecewa banget sama hasilnya banget bareng temen sama temen kantor,sad,0.83
9489,malam ini kepikiran terus jadi sedih jujur aja tadi pagi sendiri,sad,0.8
9490,cuaca hari ini lumayan panas wkwk di kampus sama dia,neutral,0.37
9491,takut kalau hasilnya jelek bareng temen sama keluarga,anxious,0.81
9492,rasanya gugup terus hari ini serius tadi pagi sama keluarga,anxious,0.89
9493,akhir minggu ini seru banget jujur aja sama keluarga,happy,0.15
9494,akhirnya lolos interview kerja wkwk waktu malam sama temen kantor,happy,0.29
9495,rasanya kosong aja hari ini pas perjalanan sama dia,sad,0.75
9496,capek sih tapi puas hasilnya bagus hari ini di kampus sama keluarga,happy,0.27
9497,besok ada jadwal meeting rutin dan kepikiran terus di rumah sama dia,neutral,0.31
9498,tadi pagi pergi sebentar ke minimarket jujur aja pas perjalanan sama keluarga,neutral,0.3
9499,akhir akhir ini overthinking terus sumpah di rumah sama keluarga,anxious,0.95
9500,cuaca hari ini lumayan panas padahal udah coba santai tadi pagi,neutral,0.43
9501,emosi lihat komentar orang tadi hari ini sama dia,angry,0.92
9502,capek sama keadaan sekarang jujur aja sendiri,sad,0.81
9503,hari ini ga ada hal spesial banget pas perjalanan,neutral,0.33
9504,senyum sendiri pas inget kejadian tadi bareng temen,happy,0.12
9505,sekarang lagi nonton youtube wkwk bareng temen,neutral,0.36
9506,rasanya gugup terus hari ini tapi yaudahlah tadi pagi sama dia,anxious,0.76
9507,capek sih tapi puas hasilnya bagus padahal udah coba santai di kantor sama temen kantor,happy,0.26
9508,makan favorit hari ini bikin bahagia jujur aja bareng temen sendiri,happy,0.29
9509,bingung dan takut ambil keputusan sumpah di kantor sama temen kantor,anxious,0.91
9510,senyum sendiri pas inget kejadian tadi jujur aja di rumah sendiri,happy,0.22
9511,senyum sendiri pas inget kejadian tadi wkwk di kantor sama keluarga,happy,0.07
9512,akhir minggu ini seru banget banget tadi pagi,happy,0.11
9513,aku cuma pengen istirahat sebentar tadi pagi,sad,0.71
9514,hari ini produktif dan mood bagus sih sendiri,happy,0.25
9515,malam ini kepikiran terus jadi sedih banget asli waktu malam sama keluarga,sad,0.56
9516,makasih ya udah bikin hariku lebih baik hari ini bareng temen,happy,0.28
9517,orang itu bikin emosi banget jujur aja pas perjalanan sama dia,angry,0.93
9518,anxious banget sebelum meeting tadi banget asli bareng temen sama keluarga,anxious,0.87
9519,akhirnya lolos interview kerja banget sendiri,happy,0.08
9520,rasanya pengen marah terus banget asli di rumah sendiri,angry,0.79
9521,hari ini biasa aja seperti biasanya jujur aja tadi pagi sendiri,neutral,0.2
9522,capek ngadepin orang yang egois wkwk waktu malam,angry,0.91
9523,akhirnya tugas selesai juga lega banget agak random sih sama temen kantor,happy,0.19
9524,kepikiran banyak hal sampai susah tidur jujur aja bareng temen sama temen kantor,anxious,0.79
9525,akhirnya tugas selesai juga lega banget padahal udah coba santai pas perjalanan sama keluarga,happy,0.3
9526,emosi lihat komentar orang tadi serius tadi pagi sendiri,angry,0.77
9527,cemas mikirin masa depan di kantor sendiri,anxious,0.74
9528,khawatir sama kondisi sekarang tapi yaudahlah,anxious,0.77
9529,lagi baca berita sambil santai banget di kantor,neutral,0.29
9530,kesal banget hari ini agak random sih bareng temen sama keluarga,angry,0.65
9531,lagi baca berita sambil santai dari tadi kepikiran di kampus sendiri,neutral,0.36
9532,udah sabar tapi masih dibohongin jujur aja di kampus sendiri,angry,0.66
9533,senyum sendiri pas inget kejadian tadi dan kepikiran terus di rumah sama temen kantor,happy,0.07
9534,akhir akhir ini overthinking terus serius pas perjalanan sama temen kantor,anxious,0.85
9535,cemas mikirin masa depan wkwk di kampus sama dia,anxious,0.78
9536,cuaca hari ini lumayan panas serius waktu malam,neutral,0.24
9537,kecewa banget sama hasilnya hari ini di kantor sendiri,sad,0.65
9538,takut kalau hasilnya jelek agak random sih di rumah sama temen kantor,anxious,0.9
9539,capek sih tapi puas hasilnya bagus tapi yaudahlah tadi pagi sama temen kantor,happy,0.27
9540,akhir minggu ini seru banget banget di kantor sama temen kantor,happy,0.06
9541,capek ngadepin orang yang egois wkwk di rumah sama keluarga,angry,0.77
9542,khawatir sama kondisi sekarang agak random sih di rumah sama dia,anxious,0.71
9543,kenapa sih harus bikin masalah terus dari tadi kepikiran di kampus,angry,0.9
9544,khawatir sama kondisi sekarang padahal udah coba santai bareng temen,anxious,0.85
9545,kecewa banget sama hasilnya sumpah di rumah sendiri,sad,0.8
9546,kehilangan semangat buat ngapa ngapain padahal udah coba santai di rumah sama temen kantor,sad,0.61
9547,hari ini biasa aja seperti biasanya hari ini bareng temen sama keluarga,neutral,0.36
9548,hari ini biasa aja seperti biasanya agak random sih di kampus sama dia,neutral,0.2
9549,hari ini produktif dan mood bagus dari tadi kepikiran sama dia,happy,0.19
9550,habis beresin kamar dan lanjut kerja serius di kantor sendiri,neutral,0.32
9551,takut kalau hasilnya jelek padahal udah coba santai waktu malam sendiri,anxious,0.79
9552,marah banget karena kerjaan berantakan padahal udah coba santai tadi pagi sendiri,angry,0.65
9553,emosi lihat komentar orang tadi sumpah tadi pagi sama keluarga,angry,0.85
9554,rasanya gugup terus hari ini jujur aja bareng temen sama dia,anxious,0.85
9555,capek ngadepin orang yang egois serius di rumah sama keluarga,angry,0.72
9556,emosi lihat komentar orang tadi dan kepikiran terus di rumah sendiri,angry,0.78
9557,marah banget karena kerjaan berantakan sumpah tadi pagi sama temen kantor,angry,0.89
9558,makan favorit hari ini bikin bahagia sih pas perjalanan sendiri,happy,0.26
9559,cuaca hari ini lumayan panas padahal udah coba santai bareng temen sama temen kantor,neutral,0.44
9560,hari ini biasa aja seperti biasanya sumpah waktu malam sendiri,neutral,0.31
9561,cemas mikirin masa depan wkwk pas perjalanan sama temen kantor,anxious,0.9
9562,rasanya gugup terus hari ini sama dia,anxious,0.74
9563,masih susah move on dari kejadian itu hari ini di kampus sama dia,sad,0.64
9564,lagi baca berita sambil santai dari tadi kepikiran,neutral,0.21
9565,capek ngadepin orang yang egois sih di kantor,angry,0.65
9566,lagi baca berita sambil santai agak random sih di kantor sendiri,neutral,0.34
9567,kepikiran banyak hal sampai susah tidur agak random sih di rumah sama temen kantor,anxious,0.96
9568,kepikiran banyak hal sampai susah tidur sih di kantor,anxious,0.8
9569,masih susah move on dari kejadian itu jujur aja waktu malam,sad,0.6
9570,aku cuma pengen istirahat sebentar hari ini pas perjalanan sendiri,sad,0.57
9571,rasanya gugup terus hari ini agak random sih di kampus sendiri,anxious,0.83
9572,akhirnya lolos interview kerja jujur aja bareng temen sama keluarga,happy,0.13
9573,takut gagal di presentasi besok dari tadi kepikiran tadi pagi sama dia,anxious,0.91
9574,kecewa banget sama hasilnya serius di kampus sama keluarga,sad,0.78
9575,malam ini kepikiran terus jadi sedih wkwk bareng temen,sad,0.7
9576,capek sih tapi puas hasilnya bagus wkwk di kampus sama dia,happy,0.22
9577,lagi baca berita sambil santai sih bareng temen sama dia,neutral,0.36
9578,anxious banget sebelum meeting tadi agak random sih waktu malam,anxious,0.86
9579,kecewa banget sama hasilnya dari tadi kepikiran pas perjalanan sama keluarga,sad,0.7
9580,lagi duduk sambil denger musik banget di kampus sendiri,neutral,0.27
9581,rasanya kosong aja hari ini waktu malam sama keluarga,sad,0.6
9582,deg degan nunggu hasil pengumuman agak random sih waktu malam sendiri,anxious,0.95
9583,baru selesai makan siang tadi padahal udah coba santai di rumah sendiri,neutral,0.32
9584,hari ini produktif dan mood bagus padahal udah coba santai tadi pagi sama temen kantor,happy,0.12
9585,hari ini ga ada hal spesial wkwk sama keluarga,neutral,0.39
9586,cuaca hari ini lumayan panas agak random sih tadi pagi,neutral,0.34
9587,tadi pagi pergi sebentar ke minimarket dan kepikiran terus bareng temen sama keluarga,neutral,0.28
9588,senyum sendiri pas inget kejadian tadi sih di kantor,happy,0.25
9589,akhir akhir ini overthinking terus serius pas perjalanan sendiri,anxious,0.88
9590,senyum sendiri pas inget kejadian tadi dan kepikiran terus di rumah sama keluarga,happy,0.23
9591,hari ini ga ada hal spesial wkwk di kantor sama keluarga,neutral,0.2
9592,emosi lihat komentar orang tadi sih di rumah sama temen kantor,angry,0.87
9593,baru selesai makan siang tadi wkwk di rumah,neutral,0.33
9594,rasanya pengen marah terus banget asli di kampus,angry,0.69
9595,cuaca hari ini lumayan panas hari ini waktu malam,neutral,0.42
9596,kenapa sih harus bikin masalah terus jujur aja di rumah sendiri,angry,0.83
9597,habis beresin kamar dan lanjut kerja sih di kampus sama dia,neutral,0.32
9598,khawatir sama kondisi sekarang tapi yaudahlah di kantor sama dia,anxious,0.96
9599,lagi duduk sambil denger musik tapi yaudahlah waktu malam sama keluarga,neutral,0.36
9600,anxious banget sebelum meeting tadi banget asli pas perjalanan sama keluarga,anxious,0.85
9601,deg degan nunggu hasil pengumuman padahal udah coba santai bareng temen sama dia,anxious,0.71
9602,hari ini berat banget dijalanin dari tadi kepikiran tadi pagi sama temen kantor,sad,0.57
9603,kesal banget hari ini padahal udah coba santai di kampus,angry,0.89
9604,capek ngadepin orang yang egois padahal udah coba santai di kampus sendiri,angry,0.7
9605,geram banget sama pelayanan tadi dari tadi kepikiran di kantor sendiri,angry,0.72
9606,besok ada jadwal meeting rutin banget waktu malam sama keluarga,neutral,0.32
9607,deg degan nunggu hasil pengumuman banget di rumah sendiri,anxious,0.84
9608,lagi baca berita sambil santai sumpah tadi pagi sendiri,neutral,0.44
9609,dapat kabar baik dari keluarga tadi pagi jujur aja pas perjalanan sendiri,happy,0.19
9610,lagi baca berita sambil santai padahal udah coba santai di rumah sama temen kantor,neutral,0.24
9611,bingung dan takut ambil keputusan padahal udah coba santai,anxious,0.91
9612,aku cuma pengen istirahat sebentar banget asli sendiri,sad,0.69
9613,marah banget karena kerjaan berantakan tadi pagi sama keluarga,angry,0.89
9614,cuaca hari ini lumayan panas serius bareng temen sama dia,neutral,0.44
9615,rasanya pengen marah terus padahal udah coba santai waktu malam sama dia,angry,0.91
9616,emosi lihat komentar orang tadi sih di kantor sendiri,angry,0.76
9617,habis beresin kamar dan lanjut kerja sumpah waktu malam sama temen kantor,neutral,0.27
9618,senyum sendiri pas inget kejadian tadi banget tadi pagi sendiri,happy,0.15
9619,capek sih tapi puas hasilnya bagus jujur aja sama temen kantor,happy,0.08
9620,kecewa banget sama hasilnya sumpah di kampus sama keluarga,sad,0.63
9621,cemas mikirin masa depan sih di kantor,anxious,0.87
9622,kehilangan semangat buat ngapa ngapain dan kepikiran terus waktu malam sendiri,sad,0.57
9623,kehilangan semangat buat ngapa ngapain sumpah di rumah sama dia,sad,0.68
9624,khawatir sama kondisi sekarang sih sama temen kantor,anxious,0.73
9625,lagi baca berita sambil santai padahal udah coba santai sendiri,neutral,0.21
9626,emosi lihat komentar orang tadi dari tadi kepikiran di kampus,angry,0.82
9627,malam ini kepikiran terus jadi sedih banget waktu malam sendiri,sad,0.69
9628,cuaca hari ini lumayan panas banget bareng temen sendiri,neutral,0.32
9629,tadi pagi pergi sebentar ke minimarket agak random sih bareng temen,neutral,0.34
9630,udah sabar tapi masih dibohongin jujur aja waktu malam,angry,0.91
9631,marah banget karena kerjaan berantakan banget asli waktu malam,angry,0.94
9632,malam ini kepikiran terus jadi sedih dan kepikiran terus waktu malam sendiri,sad,0.61
9633,marah banget karena kerjaan berantakan hari ini bareng temen sama keluarga,angry,0.66
9634,rasanya pengen marah terus dan kepikiran terus waktu malam sama dia,angry,0.86
9635,kesal banget hari ini sama temen kantor,angry,0.92
9636,cuaca hari ini lumayan panas sama temen kantor,neutral,0.4
9637,habis beresin kamar dan lanjut kerja padahal udah coba santai di kantor,neutral,0.31
9638,masih susah move on dari kejadian itu sih pas perjalanan sama temen kantor,sad,0.79
9639,besok ada jadwal meeting rutin padahal udah coba santai di kampus sama temen kantor,neutral,0.3
9640,takut gagal di presentasi besok waktu malam sama keluarga,anxious,0.72
9641,malam ini kepikiran terus jadi sedih dan kepikiran terus waktu malam sendiri,sad,0.76
9642,akhir minggu ini seru banget agak random sih pas perjalanan sama keluarga,happy,0.22
9643,makasih ya udah bikin hariku lebih baik jujur aja sama temen kantor,happy,0.11
9644,capek ngadepin orang yang egois pas perjalanan,angry,0.89
9645,kenapa sih harus bikin masalah terus sumpah di kampus sama keluarga,angry,0.87
9646,kepikiran banyak hal sampai susah tidur banget asli pas perjalanan sama temen kantor,anxious,0.96
9647,akhirnya lolos interview kerja dan kepikiran terus,happy,0.23
9648,cuaca hari ini lumayan panas dari tadi kepikiran di kampus,neutral,0.31
