clean_text,emotion_label,stress_label
lelah pikir,sad,0.8
sabar bohong pas jalan,angry,0.71
geram banget layan pikir rumah,angry,0.79
cuaca lumayan panas random bareng teman,neutral,0.28
tidak ada spesial serius pas jalan keluarga,neutral,0.23
hilang semangat pagi teman kantor,sad,0.67
produktif suasana hati bagus pikir pas jalan,happy,0.22
marah serius kampus,angry,0.91
istirahat sebentar banget asli,sad,0.77
malam pikir sedih rumah,sad,0.56
terima kasih ya bikin hari jujur rumah,happy,0.1
takut hasil jelek banget asli malam teman kantor,anxious,0.8
kesal banget pagi teman kantor,angry,0.88
takut gagal presentasi besok coba santai kampus,anxious,0.79
bingung takut ambil putus ya rumah keluarga,anxious,0.71
orang bikin emosi banget kantor,angry,0.84
pagi pergi sebentar minimarket sumpah,neutral,0.32
kesal banget orang tidak tepat sumpah rumah keluarga,angry,0.84
duduk dengar musik banget asli,neutral,0.29
orang bikin emosi banget banget asli kampus,angry,0.74
takut gagal presentasi besok banget rumah keluarga,anxious,0.86
tidak ada spesial coba santai malam,neutral,0.25
kesal banget orang tidak tepat sumpah pagi,angry,0.89
hilang semangat jujur malam teman kantor,sad,0.85
produktif suasana hati bagus banget kampus keluarga,happy,0.08
marah banget kampus,angry,0.66
baca berita santai pas jalan teman kantor,neutral,0.36
senyum pas jadi keluarga,happy,0.15
tidak ada spesial ya rumah,neutral,0.22
lolos interview kerja random kampus,happy,0.22
kabar keluarga pagi pikir rumah,happy,0.07
geram banget layan serius pas jalan keluarga,angry,0.9
kesal banget orang tidak tepat ya kampus,angry,0.67
duduk dengar musik pikir pas jalan,neutral,0.22
baca berita santai kantor teman kantor,neutral,0.37
sabar bohong jujur pagi keluarga,angry,0.65
tugas selesai lega banget malam,happy,0.23
malam pikir sedih lucu kampus,sad,0.66
duduk dengar musik jujur pas jalan,neutral,0.27
terima kasih ya bikin hari serius kampus,happy,0.07
lelah banget rumah teman kantor,sad,0.79
habis beres kamar kerja coba santai teman kantor,neutral,0.31
sabar bohong bareng teman,angry,0.67
lelah puas hasil bagus serius pagi,happy,0.14
lelah puas hasil bagus pikir malam,happy,0.08
orang bikin emosi banget serius pagi,angry,0.85
baca berita santai banget asli kantor keluarga,neutral,0.44
lelah puas hasil bagus pikir kantor teman kantor,happy,0.15
takut gagal presentasi besok banget malam,anxious,0.94
bingung takut ambil putus rumah,anxious,0.71
geram banget layan random,angry,0.69
pagi pergi sebentar minimarket pikir kampus keluarga,neutral,0.41
tonton youtube pikir kantor,neutral,0.42
senang banget ketemu teman rumah,happy,0.19
banget kantor,sad,0.82
duduk dengar musik lucu,neutral,0.21
susah pindah on jadi banget asli kampus,sad,0.76
emosi lihat komentar orang malam,angry,0.79
marah banget kampus keluarga,angry,0.69
marah banget kerja beranta jujur bareng teman,angry,0.79
tidak ada spesial banget asli pas jalan,neutral,0.2
deg degan tunggu hasil umum jujur bareng teman teman kantor,anxious,0.91
takut gagal presentasi besok rumah keluarga,anxious,0.78
cemas random kampus keluarga,anxious,0.95
minggu seru banget pikir pagi keluarga,happy,0.19
sedih banget coba santai pagi,sad,0.7
emosi lihat komentar orang pikir rumah,angry,0.86
cemas ya kantor,anxious,0.82
malam pikir sedih jujur malam,sad,0.76
kabar keluarga pagi lucu kampus,happy,0.2
cemas pikir serius pas jalan keluarga,anxious,0.91
besok jadwal meeting rutin serius rumah,neutral,0.31
habis beres kamar kerja bareng teman,neutral,0.38
lolos interview kerja banget asli kampus,happy,0.26
takut gagal presentasi besok lucu pagi,anxious,0.81
kesal banget orang tidak tepat random pagi keluarga,angry,0.85
bingung takut ambil putus rumah keluarga,anxious,0.75
susah pindah on jadi banget asli pagi keluarga,sad,0.76
kabar keluarga pagi,happy,0.23
minggu seru banget pas jalan keluarga,happy,0.24
lelah hadap orang egois bareng teman,angry,0.82
susah pindah on jadi pagi,sad,0.56
bikin pikir teman kantor,angry,0.78
banget asli malam teman kantor,sad,0.84
lelah hadap orang egois ya pas jalan,angry,0.73
tonton youtube jujur bareng teman teman kantor,neutral,0.33
lelah random kantor teman kantor,sad,0.76
cuaca lumayan panas banget asli rumah keluarga,neutral,0.36
deg degan tunggu hasil umum random bareng teman teman kantor,anxious,0.8
baca berita santai banget kantor,neutral,0.24
kosong pikir malam,sad,0.83
pagi pergi sebentar minimarket random,neutral,0.4
takut gagal presentasi besok rumah keluarga,anxious,0.93
deg degan tunggu hasil umum,anxious,0.77
kesal banget serius,angry,0.74
kecewa banget hasil banget asli malam,sad,0.78
istirahat sebentar,sad,0.82
senyum pas jadi malam,happy,0.2
lolos interview kerja kantor keluarga,happy,0.24
lelah hadap orang egois jujur bareng teman,angry,0.8
baca berita santai coba santai pas jalan teman kantor,neutral,0.26
kabar keluarga pagi pikir bareng teman,happy,0.12
susah pindah on jadi ya kampus teman kantor,sad,0.68
kabar keluarga pagi rumah,happy,0.13
kesal banget lucu kantor teman kantor,angry,0.79
tidak ada spesial pikir malam,neutral,0.35
pikir susah tidur random pagi,anxious,0.98
minggu seru banget kampus,happy,0.29
pikir rumah,neutral,0.39
berat banget jalan pikir malam,sad,0.64
bikin ya bareng teman keluarga,angry,0.73
minggu seru banget banget kampus,happy,0.27
selesai makan siang coba santai kantor,neutral,0.42
lolos interview kerja banget malam teman kantor,happy,0.21
makan favorit bikin bahagia serius kantor,happy,0.09
sabar bohong pikir keluarga,angry,0.74
cemas jujur kantor keluarga,anxious,0.92
istirahat sebentar sumpah kantor,sad,0.57
lolos interview kerja ya bareng teman,happy,0.09
selesai makan siang serius malam teman kantor,neutral,0.44
ya pas jalan teman kantor,sad,0.62
produktif suasana hati bagus rumah keluarga,happy,0.12
ya pagi,neutral,0.3
anxious banget meeting sumpah,anxious,0.81
tonton youtube kantor,neutral,0.27
lolos interview kerja jujur kantor,happy,0.13
marah coba santai,angry,0.8
lelah jujur bareng teman,sad,0.85
cuaca lumayan panas banget kantor,neutral,0.36
besok jadwal meeting rutin pikir bareng teman,neutral,0.25
ya kantor,sad,0.6
takut hasil jelek ya rumah,anxious,0.92
lolos interview kerja random pagi,happy,0.22
marah banget kerja beranta pas jalan,angry,0.82
kosong pas jalan,sad,0.59
kesal banget pikir pas jalan keluarga,angry,0.9
berat banget jalan banget asli kantor keluarga,sad,0.76
bingung takut ambil putus random pagi,anxious,0.95
bingung takut ambil putus pikir pagi keluarga,anxious,0.98
cemas coba santai kampus,anxious,0.82
besok jadwal meeting rutin pikir bareng teman,neutral,0.45
emosi lihat komentar orang serius rumah keluarga,angry,0.93
takut hasil jelek pikir bareng teman teman kantor,anxious,0.71
berat banget jalan jujur,sad,0.75
tugas selesai lega banget ya pas jalan,happy,0.07
pikir pas jalan,neutral,0.39
baca berita santai coba santai,neutral,0.43
duduk dengar musik sumpah teman kantor,neutral,0.27
takut hasil jelek keluarga,anxious,0.76
tugas selesai lega banget sumpah keluarga,happy,0.24
random malam,sad,0.68
lolos interview kerja banget rumah,happy,0.22
takut hasil jelek pikir kantor teman kantor,anxious,0.89
istirahat sebentar banget rumah,sad,0.8
marah banget kerja beranta sumpah kampus keluarga,angry,0.91
tidak ada spesial ya pagi,neutral,0.41
kosong serius rumah,sad,0.74
produktif suasana hati bagus ya pagi,happy,0.23
sabar bohong banget bareng teman,angry,0.71
cuaca lumayan panas sumpah teman kantor,neutral,0.29
makan favorit bikin bahagia lucu bareng teman,happy,0.29
terima kasih ya bikin hari sumpah malam,happy,0.2
orang bikin emosi banget,angry,0.79
marah pikir malam keluarga,angry,0.75
lelah puas hasil bagus malam keluarga,happy,0.28
hilang semangat sumpah pagi teman kantor,sad,0.73
besok jadwal meeting rutin banget asli pagi keluarga,neutral,0.44
kesal banget orang tidak tepat serius kantor keluarga,angry,0.83
marah jujur kantor,angry,0.73
lelah banget asli kantor teman kantor,sad,0.72
takut gagal presentasi besok banget asli bareng teman,anxious,0.92
kabar keluarga pagi sumpah kantor keluarga,happy,0.05
senang banget ketemu teman pagi,happy,0.22
minggu seru banget lucu kampus,happy,0.29
produktif suasana hati bagus pikir rumah teman kantor,happy,0.09
lelah lucu rumah,sad,0.57
malam pikir sedih banget asli kampus,sad,0.64
deg degan tunggu hasil umum pikir pagi teman kantor,anxious,0.86
sedih banget coba santai malam,sad,0.6
ya pas jalan,sad,0.57
banget pagi teman kantor,sad,0.69
kesal banget orang tidak tepat pagi,angry,0.76
geram banget layan malam teman kantor,angry,0.83
selesai makan siang banget asli rumah teman kantor,neutral,0.39
marah banget kerja beranta random pas jalan,angry,0.89
terima kasih ya bikin hari kantor,happy,0.06
tonton youtube coba santai pagi,neutral,0.41
kesal banget orang tidak tepat banget asli pas jalan,angry,0.9
bikin coba santai malam,angry,0.92
besok jadwal meeting rutin rumah keluarga,neutral,0.25
orang bikin emosi banget pikir kampus teman kantor,angry,0.83
anxious banget meeting ya malam,anxious,0.84
terima kasih ya bikin hari sumpah rumah,happy,0.22
kosong jujur pagi,sad,0.74
lolos interview kerja jujur bareng teman,happy,0.06
malam pikir sedih serius rumah,sad,0.65
tugas selesai lega banget sumpah pas jalan,happy,0.12
orang bikin emosi banget banget bareng teman,angry,0.69
selesai makan siang rumah,neutral,0.38
pikir susah tidur rumah,anxious,0.72
habis beres kamar kerja ya keluarga,neutral,0.35
emosi lihat komentar orang bareng teman teman kantor,angry,0.82
lelah kantor,sad,0.61
tonton youtube banget kantor,neutral,0.33
kecewa banget hasil banget asli kampus,sad,0.58
besok jadwal meeting rutin sumpah keluarga,neutral,0.41
produktif suasana hati bagus bareng teman,happy,0.22
susah pindah on jadi banget asli,sad,0.83
kesal banget random teman kantor,angry,0.83
marah banget asli rumah,angry,0.94
terima kasih ya bikin hari kantor,happy,0.29
kesal banget orang tidak tepat pikir kantor,angry,0.66
produktif suasana hati bagus ya pas jalan,happy,0.27
cemas lucu rumah,anxious,0.86
kosong pas jalan,sad,0.62
pagi pergi sebentar minimarket banget malam,neutral,0.39
senang banget ketemu teman,happy,0.27
kesal banget orang tidak tepat pikir pas jalan teman kantor,angry,0.92
kabar keluarga pagi bareng teman,happy,0.21
terima kasih ya bikin hari ya pagi,happy,0.26
emosi lihat komentar orang sumpah bareng teman,angry,0.86
khawatir kondisi ya malam,anxious,0.78
selesai makan siang pikir malam,neutral,0.21
tugas selesai lega banget pikir pagi teman kantor,happy,0.27
ya kampus,sad,0.81
makan favorit bikin bahagia banget bareng teman keluarga,happy,0.18
bingung takut ambil putus pikir bareng teman,anxious,0.8
sedih banget kampus,sad,0.8
habis beres kamar kerja ya keluarga,neutral,0.28
gugup banget asli kantor,anxious,0.72
habis beres kamar kerja serius bareng teman teman kantor,neutral,0.29
gugup coba santai bareng teman teman kantor,anxious,0.84
orang bikin emosi banget random pas jalan,angry,0.73
susah pindah on jadi banget malam teman kantor,sad,0.75
produktif suasana hati bagus serius kampus,happy,0.05
cemas pikir sumpah keluarga,anxious,0.72
hilang semangat random pagi keluarga,sad,0.61
habis beres kamar kerja banget asli kampus keluarga,neutral,0.36
kecewa banget hasil kampus teman kantor,sad,0.66
kabar keluarga pagi sumpah pas jalan teman kantor,happy,0.17
pagi pergi sebentar minimarket pikir pas jalan,neutral,0.29
kantor,sad,0.63
selesai makan siang serius keluarga,neutral,0.41
tidak ada spesial serius kantor teman kantor,neutral,0.3
cemas pikir bareng teman,anxious,0.75
tonton youtube jujur pas jalan,neutral,0.33
deg degan tunggu hasil umum banget asli bareng teman keluarga,anxious,0.86
geram banget layan random,angry,0.91
senyum pas jadi lucu pagi,happy,0.21
malam pikir sedih random kampus,sad,0.56
selesai makan siang lucu rumah keluarga,neutral,0.24
senyum pas jadi banget kampus,happy,0.06
geram banget layan banget asli pagi,angry,0.88
pikir susah tidur malam,anxious,0.84
berat banget jalan sumpah bareng teman teman kantor,sad,0.77
bikin ya rumah,angry,0.76
berat banget jalan sumpah pas jalan,sad,0.59
takut hasil jelek random pas jalan keluarga,anxious,0.82
cuaca lumayan panas serius rumah,neutral,0.38
tugas selesai lega banget pikir pagi,happy,0.11
rumah keluarga,neutral,0.28
pikir susah tidur coba santai rumah keluarga,anxious,0.96
selesai makan siang coba santai,neutral,0.4
selesai makan siang lucu,neutral,0.44
baca berita santai pikir rumah,neutral,0.41
takut gagal presentasi besok banget asli malam,anxious,0.93
kecewa banget hasil random malam,sad,0.75
cuaca lumayan panas banget asli pagi,neutral,0.33
tidak ada spesial,neutral,0.23
khawatir kondisi kampus keluarga,anxious,0.96
cuaca lumayan panas kampus,neutral,0.25
marah banget kerja beranta banget pagi,angry,0.9
senyum pas jadi sumpah,happy,0.11
habis beres kamar kerja keluarga,neutral,0.2
bareng teman keluarga,sad,0.7
cemas pikir pagi keluarga,anxious,0.8
habis beres kamar kerja malam,neutral,0.41
takut hasil jelek lucu,anxious,0.91
pikir susah tidur pikir pagi,anxious,0.72
susah pindah on jadi sumpah bareng teman,sad,0.76
hilang semangat pikir rumah keluarga,sad,0.56
tidak ada spesial coba santai kantor,neutral,0.42
senang banget ketemu teman banget pagi keluarga,happy,0.19
minggu seru banget rumah,happy,0.08
lelah hadap orang egois pas jalan teman kantor,angry,0.76
istirahat sebentar banget pagi keluarga,sad,0.84
orang bikin emosi banget pikir kampus,angry,0.71
orang bikin emosi banget coba santai pagi,angry,0.83
malam pikir sedih ya rumah keluarga,sad,0.75
cemas jujur bareng teman teman kantor,anxious,0.73
besok jadwal meeting rutin banget asli malam,neutral,0.29
sabar bohong sumpah teman kantor,angry,0.77
kosong pikir bareng teman keluarga,sad,0.69
coba santai rumah keluarga,neutral,0.33
anxious banget meeting jujur malam,anxious,0.89
ya bareng teman,sad,0.74
kesal banget ya pagi teman kantor,angry,0.83
tugas selesai lega banget banget asli pas jalan keluarga,happy,0.06
hilang semangat pikir pagi teman kantor,sad,0.83
marah banget kerja beranta coba santai teman kantor,angry,0.76
pikir susah tidur jujur pas jalan,anxious,0.8
orang bikin emosi banget ya kampus keluarga,angry,0.92
selesai makan siang pagi,neutral,0.23
coba santai pas jalan,neutral,0.4
lelah banget pas jalan teman kantor,sad,0.84
berat banget jalan kampus,sad,0.83
cemas coba santai,anxious,0.7
berat banget jalan coba santai pagi,sad,0.61
istirahat sebentar banget teman kantor,sad,0.74
sedih banget banget,sad,0.69
selesai makan siang banget pagi teman kantor,neutral,0.26
sedih banget random kantor,sad,0.64
marah banget kerja beranta keluarga,angry,0.91
besok jadwal meeting rutin pikir pas jalan keluarga,neutral,0.38
duduk dengar musik banget kampus,neutral,0.21
marah malam keluarga,angry,0.89
kosong jujur kampus,sad,0.6
selesai makan siang pas jalan,neutral,0.32
tonton youtube ya malam,neutral,0.34
takut hasil jelek ya rumah,anxious,0.75
senyum pas jadi jujur bareng teman,happy,0.07
orang bikin emosi banget pagi,angry,0.79
duduk dengar musik banget pas jalan,neutral,0.28
orang bikin emosi banget banget asli pagi teman kantor,angry,0.69
kosong random rumah teman kantor,sad,0.72
orang bikin emosi banget jujur pagi,angry,0.68
tonton youtube sumpah kampus keluarga,neutral,0.41
orang bikin emosi banget banget asli bareng teman teman kantor,angry,0.91
senang banget ketemu teman bareng teman teman kantor,happy,0.22
sabar bohong serius bareng teman,angry,0.84
bingung takut ambil putus serius pas jalan keluarga,anxious,0.9
khawatir kondisi lucu malam teman kantor,anxious,0.94
selesai makan siang rumah teman kantor,neutral,0.39
gugup banget asli pagi teman kantor,anxious,0.96
orang bikin emosi banget banget malam,angry,0.76
takut gagal presentasi besok pikir bareng teman teman kantor,anxious,0.84
susah pindah on jadi random malam,sad,0.62
susah pindah on jadi banget asli pas jalan,sad,0.84
marah jujur malam,angry,0.75
cemas pikir pikir rumah,anxious,0.9
susah pindah on jadi bareng teman,sad,0.77
cemas jujur malam keluarga,anxious,0.75
baca berita santai lucu rumah teman kantor,neutral,0.2
senyum pas jadi jujur kantor,happy,0.12
takut gagal presentasi besok serius pagi,anxious,0.81
duduk dengar musik malam,neutral,0.26
takut gagal presentasi besok pikir malam,anxious,0.72
coba santai malam keluarga,sad,0.77
besok jadwal meeting rutin jujur malam,neutral,0.41
takut hasil jelek lucu malam,anxious,0.77
tugas selesai lega banget jujur rumah,happy,0.07
orang bikin emosi banget kampus,angry,0.78
deg degan tunggu hasil umum sumpah keluarga,anxious,0.94
random pas jalan keluarga,sad,0.81
pagi pergi sebentar minimarket pikir,neutral,0.2
serius bareng teman teman kantor,neutral,0.35
hilang semangat banget bareng teman,sad,0.72
deg degan tunggu hasil umum banget asli pas jalan keluarga,anxious,0.86
takut gagal presentasi besok lucu pas jalan,anxious,0.91
baca berita santai pikir kampus keluarga,neutral,0.22
kesal banget bareng teman,angry,0.79
orang bikin emosi banget ya,angry,0.89
kosong random kampus,sad,0.79
malam pikir sedih jujur pagi teman kantor,sad,0.69
lelah puas hasil bagus sumpah malam,happy,0.08
bingung takut ambil putus ya pas jalan,anxious,0.89
istirahat sebentar coba santai malam,sad,0.7
kabar keluarga pagi pikir rumah,happy,0.17
hilang semangat pikir kantor keluarga,sad,0.7
tugas selesai lega banget ya rumah,happy,0.14
minggu seru banget lucu bareng teman,happy,0.11
khawatir kondisi serius bareng teman,anxious,0.84
malam pikir sedih bareng teman teman kantor,sad,0.8
kesal banget random rumah,angry,0.83
bingung takut ambil putus random kantor teman kantor,anxious,0.85
pikir susah tidur pikir pagi teman kantor,anxious,0.95
cemas ya kampus,anxious,0.79
berat banget jalan sumpah bareng teman,sad,0.56
istirahat sebentar pikir pas jalan teman kantor,sad,0.78
tidak ada spesial pas jalan keluarga,neutral,0.42
marah banget kerja beranta sumpah bareng teman,angry,0.79
kecewa banget hasil jujur kantor,sad,0.7
kabar keluarga pagi malam,happy,0.18
hilang semangat malam teman kantor,sad,0.56
lelah jujur malam,sad,0.63
kesal banget orang tidak tepat sumpah kantor,angry,0.71
sedih banget sumpah teman kantor,sad,0.7
kesal banget orang tidak tepat pikir rumah teman kantor,angry,0.7
cuaca lumayan panas serius bareng teman,neutral,0.31
lelah pagi keluarga,sad,0.7
habis beres kamar kerja banget asli malam,neutral,0.43
senang banget ketemu teman coba santai kantor,happy,0.26
takut hasil jelek ya pagi,anxious,0.94
lelah puas hasil bagus random rumah keluarga,happy,0.27
deg degan tunggu hasil umum banget bareng teman keluarga,anxious,0.82
produktif suasana hati bagus kantor keluarga,happy,0.14
kecewa banget hasil random pas jalan teman kantor,sad,0.61
kabar keluarga pagi banget rumah teman kantor,happy,0.2
kosong pikir pas jalan teman kantor,sad,0.8
susah pindah on jadi sumpah kampus,sad,0.7
minggu seru banget malam keluarga,happy,0.21
sumpah rumah,neutral,0.28
sedih banget pikir pagi,sad,0.69
sedih banget sumpah bareng teman,sad,0.56
terima kasih ya bikin hari banget asli malam keluarga,happy,0.12
kesal banget orang tidak tepat coba santai rumah,angry,0.84
susah pindah on jadi pikir teman kantor,sad,0.82
geram banget layan lucu rumah,angry,0.94
emosi lihat komentar orang jujur bareng teman,angry,0.81
emosi lihat komentar orang bareng teman keluarga,angry,0.69
pagi pergi sebentar minimarket serius pagi,neutral,0.25
bingung takut ambil putus pikir malam keluarga,anxious,0.86
kesal banget malam keluarga,angry,0.77
produktif suasana hati bagus banget asli pas jalan,happy,0.09
geram banget layan keluarga,angry,0.82
cuaca lumayan panas banget pas jalan keluarga,neutral,0.42
pagi keluarga,sad,0.61
istirahat sebentar banget asli pas jalan,sad,0.72
sabar bohong pagi,angry,0.65
kabar keluarga pagi kampus keluarga,happy,0.13
duduk dengar musik random kantor,neutral,0.45
susah pindah on jadi random pagi,sad,0.62
emosi lihat komentar orang random bareng teman teman kantor,angry,0.74
senang banget ketemu teman serius kantor keluarga,happy,0.12
kosong ya,sad,0.66
pagi pergi sebentar minimarket kampus,neutral,0.33
lolos interview kerja banget asli pas jalan keluarga,happy,0.18
makan favorit bikin bahagia malam keluarga,happy,0.25
kecewa banget hasil pikir kantor,sad,0.59
terima kasih ya bikin hari serius rumah keluarga,happy,0.27
istirahat sebentar banget asli kantor,sad,0.59
pagi,neutral,0.35
tugas selesai lega banget pikir pagi keluarga,happy,0.18
minggu seru banget banget pas jalan keluarga,happy,0.11
berat banget jalan random rumah,sad,0.59
besok jadwal meeting rutin bareng teman keluarga,neutral,0.42
produktif suasana hati bagus kantor,happy,0.12
lelah hadap orang egois ya kantor,angry,0.77
bareng teman,neutral,0.39
lelah hadap orang egois ya pas jalan keluarga,angry,0.66
deg degan tunggu hasil umum jujur pas jalan,anxious,0.92
istirahat sebentar banget bareng teman,sad,0.63
kosong bareng teman,sad,0.55
malam pikir sedih ya kampus teman kantor,sad,0.85
terima kasih ya bikin hari lucu kantor,happy,0.22
baca berita santai banget kantor,neutral,0.35
sedih banget sumpah bareng teman,sad,0.63
tidak ada spesial random keluarga,neutral,0.26
kesal banget kantor teman kantor,angry,0.92
berat banget jalan kantor,sad,0.65
takut hasil jelek banget asli pagi,anxious,0.82
istirahat sebentar serius pagi keluarga,sad,0.7
lelah puas hasil bagus sumpah bareng teman,happy,0.13
orang bikin emosi banget banget malam,angry,0.71
geram banget layan kampus teman kantor,angry,0.92
hilang semangat banget pas jalan keluarga,sad,0.77
kabar keluarga pagi teman kantor,happy,0.22
sabar bohong pikir pagi,angry,0.94
orang bikin emosi banget jujur bareng teman,angry,0.93
kosong coba santai pas jalan keluarga,sad,0.65
cuaca lumayan panas banget asli kantor keluarga,neutral,0.35
takut hasil jelek rumah teman kantor,anxious,0.71
tidak ada spesial ya rumah,neutral,0.26
senang banget ketemu teman,happy,0.15
tidak ada spesial coba santai rumah keluarga,neutral,0.36
emosi lihat komentar orang jujur kantor teman kantor,angry,0.82
bingung takut ambil putus,anxious,0.97
lelah hadap orang egois sumpah kampus teman kantor,angry,0.91
produktif suasana hati bagus pagi keluarga,happy,0.27
lelah lucu bareng teman,sad,0.78
marah banget kerja beranta serius pas jalan,angry,0.81
sabar bohong pas jalan,angry,0.92
cemas banget asli,anxious,0.92
takut hasil jelek pagi,anxious,0.85
pagi pergi sebentar minimarket banget kantor,neutral,0.44
produktif suasana hati bagus random teman kantor,happy,0.07
banget pas jalan keluarga,neutral,0.38
minggu seru banget jujur kantor,happy,0.12
sedih banget lucu bareng teman,sad,0.61
habis beres kamar kerja rumah,neutral,0.44
geram banget layan pikir rumah,angry,0.72
kesal banget lucu kantor,angry,0.93
kabar keluarga pagi pikir kampus keluarga,happy,0.1
lelah hadap orang egois lucu keluarga,angry,0.72
susah pindah on jadi kampus,sad,0.84
minggu seru banget lucu pagi,happy,0.25
besok jadwal meeting rutin sumpah bareng teman,neutral,0.42
lolos interview kerja lucu pagi,happy,0.17
malam pikir sedih pikir malam,sad,0.61
lelah hadap orang egois serius bareng teman keluarga,angry,0.9
marah coba santai pas jalan teman kantor,angry,0.85
kesal banget orang tidak tepat pikir malam teman kantor,angry,0.8
marah kampus keluarga,angry,0.79
besok jadwal meeting rutin pas jalan teman kantor,neutral,0.28
baca berita santai banget,neutral,0.3
senyum pas jadi pikir pas jalan,happy,0.2
tugas selesai lega banget serius malam,happy,0.15
minggu seru banget lucu rumah,happy,0.18
pikir susah tidur ya pas jalan teman kantor,anxious,0.71
khawatir kondisi pas jalan keluarga,anxious,0.95
habis beres kamar kerja sumpah bareng teman,neutral,0.33
makan favorit bikin bahagia coba santai kantor,happy,0.06
kecewa banget hasil pikir kantor,sad,0.82
selesai makan siang kantor keluarga,neutral,0.4
duduk dengar musik jujur pas jalan,neutral,0.42
cemas pikir pikir pas jalan teman kantor,anxious,0.98
istirahat sebentar banget asli pagi,sad,0.56
cemas pikir bareng teman,anxious,0.9
senyum pas jadi jujur rumah keluarga,happy,0.13
sedih banget banget,sad,0.61
marah banget kerja beranta banget asli kantor,angry,0.67
lelah serius kantor,sad,0.72
pikir susah tidur banget rumah,anxious,0.88
geram banget layan sumpah teman kantor,angry,0.68
sabar bohong pikir pagi,angry,0.83
susah pindah on jadi pikir kantor,sad,0.8
duduk dengar musik pas jalan teman kantor,neutral,0.37
deg degan tunggu hasil umum kantor keluarga,anxious,0.77
pikir teman kantor,sad,0.58
kesal banget orang tidak tepat rumah,angry,0.93
tugas selesai lega banget serius kantor,happy,0.19
kecewa banget hasil ya kantor keluarga,sad,0.72
deg degan tunggu hasil umum banget pagi,anxious,0.94
pagi pergi sebentar minimarket banget malam keluarga,neutral,0.3
berat banget jalan jujur pas jalan keluarga,sad,0.73
selesai makan siang ya kampus teman kantor,neutral,0.39
istirahat sebentar ya kampus,sad,0.73
hilang semangat pikir kampus,sad,0.64
kabar keluarga pagi jujur bareng teman keluarga,happy,0.21
kecewa banget hasil bareng teman teman kantor,sad,0.66
terima kasih ya bikin hari banget asli keluarga,happy,0.14
produktif suasana hati bagus jujur pagi,happy,0.15
geram banget layan sumpah bareng teman teman kantor,angry,0.78
susah pindah on jadi serius kantor teman kantor,sad,0.82
khawatir kondisi banget asli pagi,anxious,0.9
bingung takut ambil putus banget pagi,anxious,0.88
geram banget layan sumpah kampus,angry,0.91
geram banget layan coba santai kantor,angry,0.67
istirahat sebentar banget asli teman kantor,sad,0.72
emosi lihat komentar orang coba santai kampus,angry,0.76
anxious banget meeting banget asli kantor,anxious,0.75
senang banget ketemu teman pas jalan,happy,0.1
berat banget jalan coba santai kantor keluarga,sad,0.76
kesal banget jujur kantor,angry,0.68
baca berita santai ya rumah,neutral,0.3
istirahat sebentar pikir pas jalan,sad,0.56
lelah hadap orang egois pikir bareng teman,angry,0.67
lelah kantor,sad,0.78
terima kasih ya bikin hari jujur malam teman kantor,happy,0.09
duduk dengar musik random pas jalan keluarga,neutral,0.23
hilang semangat pikir rumah keluarga,sad,0.71
kesal banget orang tidak tepat ya pagi,angry,0.88
istirahat sebentar lucu bareng teman,sad,0.69
selesai makan siang coba santai rumah,neutral,0.4
tonton youtube banget kantor,neutral,0.39
orang bikin emosi banget lucu keluarga,angry,0.91
kosong banget asli malam,sad,0.78
kosong pikir pagi keluarga,sad,0.66
kecewa banget hasil pikir pas jalan,sad,0.77
takut hasil jelek banget pas jalan,anxious,0.88
pagi pergi sebentar minimarket kampus teman kantor,neutral,0.4
pikir malam,sad,0.83
tonton youtube random teman kantor,neutral,0.34
pagi pergi sebentar minimarket pas jalan,neutral,0.37
baca berita santai malam teman kantor,neutral,0.24
berat banget jalan sumpah malam teman kantor,sad,0.56
kesal banget banget bareng teman,angry,0.75
kosong ya bareng teman,sad,0.56
takut gagal presentasi besok bareng teman,anxious,0.76
tugas selesai lega banget coba santai bareng teman,happy,0.06
cemas pikir banget rumah,anxious,0.71
emosi lihat komentar orang ya teman kantor,angry,0.8
bingung takut ambil putus kantor,anxious,0.8
hilang semangat banget asli pagi teman kantor,sad,0.71
susah pindah on jadi serius,sad,0.57
bingung takut ambil putus serius bareng teman keluarga,anxious,0.79
tugas selesai lega banget lucu bareng teman,happy,0.29
besok jadwal meeting rutin serius teman kantor,neutral,0.44
bingung takut ambil putus coba santai rumah keluarga,anxious,0.97
sabar bohong pikir kantor teman kantor,angry,0.82
istirahat sebentar pikir pas jalan teman kantor,sad,0.62
kosong ya pagi,sad,0.83
anxious banget meeting malam,anxious,0.97
orang bikin emosi banget banget asli teman kantor,angry,0.66
selesai makan siang banget asli pas jalan,neutral,0.4
kabar keluarga pagi serius kantor teman kantor,happy,0.22
khawatir kondisi banget asli,anxious,0.75
pagi pergi sebentar minimarket serius,neutral,0.34
tugas selesai lega banget banget asli rumah,happy,0.23
lelah hadap orang egois ya kantor teman kantor,angry,0.83
anxious banget meeting lucu bareng teman,anxious,0.79
takut gagal presentasi besok pagi,anxious,0.71
emosi lihat komentar orang coba santai malam,angry,0.89
lelah puas hasil bagus banget pagi,happy,0.16
tidak ada spesial pikir pagi keluarga,neutral,0.33
lelah puas hasil bagus pas jalan teman kantor,happy,0.29
bingung takut ambil putus banget asli rumah teman kantor,anxious,0.79
