text,emotion_label,stress_label
akhir akhir ini overthinking terus tapi yaudahlah waktu malam sama dia,anxious,0.93
kenapa sih harus bikin masalah terus sumpah waktu malam sama temen kantor,angry,0.75
takut gagal di presentasi besok sumpah di kantor sama dia,anxious,0.87
capek sih tapi puas hasilnya bagus padahal udah coba santai di kantor sendiri,happy,0.18
capek sama keadaan sekarang tapi yaudahlah di kantor sama temen kantor,sad,0.67
akhirnya lolos interview kerja tapi yaudahlah di kantor sama keluarga,happy,0.22
kepikiran banyak hal sampai susah tidur banget asli,anxious,0.8
udah sabar tapi masih dibohongin banget sendiri,angry,0.85
kecewa banget sama hasilnya agak random sih tadi pagi sama keluarga,sad,0.62
dapat kabar baik dari keluarga tadi pagi wkwk di rumah sama dia,happy,0.12
capek ngadepin orang yang egois sama temen kantor,angry,0.78
lagi baca berita sambil santai di kampus sama temen kantor,neutral,0.39
akhirnya tugas selesai juga lega banget hari ini waktu malam sama dia,happy,0.29
hari ini biasa aja seperti biasanya agak random sih di rumah sama dia,neutral,0.25
habis beresin kamar dan lanjut kerja tapi yaudahlah sama temen kantor,neutral,0.35
marah banget karena kerjaan berantakan di kantor sama dia,angry,0.74
sekarang lagi nonton youtube di kampus,neutral,0.34
dapat kabar baik dari keluarga tadi pagi wkwk,happy,0.28
baru selesai makan siang tadi padahal udah coba santai pas perjalanan,neutral,0.29
hari ini berat banget dijalanin sih di kantor sama dia,sad,0.67
akhir akhir ini overthinking terus hari ini sama dia,anxious,0.74
rasanya sedih banget akhir akhir ini banget tadi pagi sendiri,sad,0.6
geram banget sama pelayanan tadi serius di kampus sama temen kantor,angry,0.66
akhirnya tugas selesai juga lega banget dan kepikiran terus sama dia,happy,0.28
aku cuma pengen istirahat sebentar di kampus sama keluarga,sad,0.61
kenapa sih harus bikin masalah terus hari ini,angry,0.86
rasanya sedih banget akhir akhir ini banget asli pas perjalanan sama dia,sad,0.84
makasih ya udah bikin hariku lebih baik banget bareng temen sama keluarga,happy,0.15
cuaca hari ini lumayan panas banget asli di kampus,neutral,0.44
dapat kabar baik dari keluarga tadi pagi sumpah tadi pagi,happy,0.29
marah banget karena kerjaan berantakan padahal udah coba santai di rumah sama temen kantor,angry,0.68
capek ngadepin orang yang egois hari ini waktu malam sama dia,angry,0.92
masih susah move on dari kejadian itu serius tadi pagi sendiri,sad,0.61
akhir akhir ini overthinking terus wkwk di kantor sendiri,anxious,0.79
capek sih tapi puas hasilnya bagus dari tadi kepikiran di rumah sama temen kantor,happy,0.26
kepikiran banyak hal sampai susah tidur wkwk di kantor sama dia,anxious,0.7
senyum sendiri pas inget kejadian tadi padahal udah coba santai di rumah sama temen kantor,happy,0.14
malam ini kepikiran terus jadi sedih sih di kampus sama temen kantor,sad,0.61
lagi baca berita sambil santai jujur aja di rumah sama keluarga,neutral,0.36
takut gagal di presentasi besok dari tadi kepikiran waktu malam sendiri,anxious,0.93
baru selesai makan siang tadi banget asli di kampus sama temen kantor,neutral,0.36
besok ada jadwal meeting rutin banget tadi pagi sama temen kantor,neutral,0.21
besok ada jadwal meeting rutin dan kepikiran terus di kampus sama dia,neutral,0.34
khawatir sama kondisi sekarang dari tadi kepikiran pas perjalanan,anxious,0.86
hari ini produktif dan mood bagus dan kepikiran terus waktu malam sama temen kantor,happy,0.19
takut kalau hasilnya jelek tapi yaudahlah,anxious,0.93
deg degan nunggu hasil pengumuman jujur aja di kantor,anxious,0.75
hari ini ga ada hal spesial agak random sih di kampus sama dia,neutral,0.24
masih susah move on dari kejadian itu hari ini di rumah sendiri,sad,0.63
rasanya sedih banget akhir akhir ini jujur aja tadi pagi,sad,0.66
sekarang lagi nonton youtube agak random sih pas perjalanan,neutral,0.39
rasanya pengen marah terus wkwk di rumah sama dia,angry,0.69
lagi baca berita sambil santai dari tadi kepikiran waktu malam,neutral,0.42
khawatir sama kondisi sekarang agak random sih,anxious,0.86
rasanya pengen marah terus hari ini di kampus sama keluarga,angry,0.82
khawatir sama kondisi sekarang hari ini sama keluarga,anxious,0.74
takut gagal di presentasi besok serius di kampus sama temen kantor,anxious,0.73
seneng banget hari ini ketemu temen lama banget asli bareng temen sama dia,happy,0.13
besok ada jadwal meeting rutin banget asli di kantor sama temen kantor,neutral,0.28
akhirnya tugas selesai juga lega banget wkwk di rumah,happy,0.07
anxious banget sebelum meeting tadi hari ini,anxious,0.86
rasanya kosong aja hari ini padahal udah coba santai di kantor,sad,0.74
takut kalau hasilnya jelek di kantor sama temen kantor,anxious,0.84
masih susah move on dari kejadian itu serius bareng temen sama keluarga,sad,0.8
senyum sendiri pas inget kejadian tadi dan kepikiran terus sama dia,happy,0.22
geram banget sama pelayanan tadi banget asli di rumah sama dia,angry,0.95
habis beresin kamar dan lanjut kerja jujur aja waktu malam sendiri,neutral,0.29
deg degan nunggu hasil pengumuman banget asli di kampus sama keluarga,anxious,0.89
kesal banget hari ini sumpah pas perjalanan sama dia,angry,0.94
lagi baca berita sambil santai padahal udah coba santai waktu malam sendiri,neutral,0.27
lagi baca berita sambil santai jujur aja sendiri,neutral,0.34
akhir minggu ini seru banget tapi yaudahlah waktu malam sama dia,happy,0.1
cuaca hari ini lumayan panas wkwk sama dia,neutral,0.41
geram banget sama pelayanan tadi sumpah di kampus sendiri,angry,0.82
aku cuma pengen istirahat sebentar agak random sih pas perjalanan sama temen kantor,sad,0.6
senyum sendiri pas inget kejadian tadi wkwk waktu malam,happy,0.2
rasanya gugup terus hari ini jujur aja pas perjalanan sendiri,anxious,0.73
makasih ya udah bikin hariku lebih baik dari tadi kepikiran bareng temen sama dia,happy,0.09
capek sih tapi puas hasilnya bagus dan kepikiran terus waktu malam sama temen kantor,happy,0.24
sekarang lagi nonton youtube padahal udah coba santai bareng temen sama keluarga,neutral,0.37
takut gagal di presentasi besok sumpah di kampus,anxious,0.8
kecewa banget sama hasilnya padahal udah coba santai di rumah sama dia,sad,0.84
hari ini ga ada hal spesial banget asli tadi pagi sama keluarga,neutral,0.29
makan favorit hari ini bikin bahagia padahal udah coba santai bareng temen sama keluarga,happy,0.3
kehilangan semangat buat ngapa ngapain sih waktu malam sama dia,sad,0.61
takut gagal di presentasi besok banget di kampus sama keluarga,anxious,0.86
tadi pagi pergi sebentar ke minimarket wkwk di kantor sama dia,neutral,0.35
seneng banget hari ini ketemu temen lama sumpah sama keluarga,happy,0.3
hari ini biasa aja seperti biasanya dari tadi kepikiran di kampus sama temen kantor,neutral,0.24
bingung dan takut ambil keputusan serius di kantor sendiri,anxious,0.95
cemas mikirin masa depan dan kepikiran terus di rumah sama keluarga,anxious,0.81
makasih ya udah bikin hariku lebih baik dan kepikiran terus pas perjalanan sendiri,happy,0.16
hari ini biasa aja seperti biasanya padahal udah coba santai waktu malam sama keluarga,neutral,0.42
seneng banget hari ini ketemu temen lama sih bareng temen sama keluarga,happy,0.24
seneng banget hari ini ketemu temen lama dan kepikiran terus waktu malam sama temen kantor,happy,0.13
rasanya sedih banget akhir akhir ini padahal udah coba santai di kampus sama dia,sad,0.77
rasanya pengen marah terus banget asli di rumah sendiri,angry,0.8
akhir akhir ini overthinking terus hari ini bareng temen sendiri,anxious,0.91
makan favorit hari ini bikin bahagia dari tadi kepikiran di rumah,happy,0.28
cuaca hari ini lumayan panas jujur aja di kampus sama dia,neutral,0.23
emosi lihat komentar orang tadi jujur aja waktu malam sama dia,angry,0.85
kenapa sih harus bikin masalah terus dan kepikiran terus di rumah sama keluarga,angry,0.72
rasanya kosong aja hari ini sih waktu malam,sad,0.59
malam ini kepikiran terus jadi sedih banget di rumah sama dia,sad,0.6
hari ini ga ada hal spesial jujur aja waktu malam,neutral,0.27
akhirnya lolos interview kerja banget di kantor sama keluarga,happy,0.18
marah banget karena kerjaan berantakan di kampus,angry,0.92
kepikiran banyak hal sampai susah tidur padahal udah coba santai,anxious,0.78
malam ini kepikiran terus jadi sedih jujur aja pas perjalanan sama keluarga,sad,0.75
akhir minggu ini seru banget padahal udah coba santai di kampus sama dia,happy,0.09
takut kalau hasilnya jelek jujur aja bareng temen sama dia,anxious,0.88
capek sih tapi puas hasilnya bagus dan kepikiran terus bareng temen sama keluarga,happy,0.25
lagi baca berita sambil santai wkwk di rumah sendiri,neutral,0.2
deg degan nunggu hasil pengumuman wkwk sama temen kantor,anxious,0.85
akhirnya tugas selesai juga lega banget agak random sih tadi pagi sama keluarga,happy,0.27
orang itu bikin emosi banget wkwk tadi pagi sendiri,angry,0.92
malam ini kepikiran terus jadi sedih sih di kampus sendiri,sad,0.68
takut gagal di presentasi besok dari tadi kepikiran bareng temen sama dia,anxious,0.83
hari ini berat banget dijalanin dan kepikiran terus,sad,0.7
hari ini biasa aja seperti biasanya dari tadi kepikiran tadi pagi sendiri,neutral,0.22
emosi lihat komentar orang tadi jujur aja pas perjalanan sendiri,angry,0.95
kehilangan semangat buat ngapa ngapain tapi yaudahlah di kampus sendiri,sad,0.62
lagi baca berita sambil santai serius di rumah,neutral,0.27
anxious banget sebelum meeting tadi dan kepikiran terus tadi pagi,anxious,0.92
rasanya gugup terus hari ini di kantor sama keluarga,anxious,0.82
rasanya gugup terus hari ini sumpah bareng temen,anxious,0.73
lagi duduk sambil denger musik hari ini tadi pagi sendiri,neutral,0.28
rasanya gugup terus hari ini serius di rumah sama keluarga,anxious,0.93
ngerasa sendirian akhir akhir ini padahal udah coba santai di kantor sendiri,sad,0.71
kesal banget hari ini hari ini di kampus,angry,0.89
seneng banget hari ini ketemu temen lama sih,happy,0.28
ngerasa sendirian akhir akhir ini sih pas perjalanan sama keluarga,sad,0.78
rasanya sedih banget akhir akhir ini agak random sih di kantor,sad,0.64
habis beresin kamar dan lanjut kerja sama keluarga,neutral,0.21
rasanya sedih banget akhir akhir ini wkwk di kantor sama temen kantor,sad,0.75
masih susah move on dari kejadian itu agak random sih waktu malam,sad,0.84
makan favorit hari ini bikin bahagia banget di kantor sama keluarga,happy,0.29
akhir minggu ini seru banget wkwk di rumah sendiri,happy,0.18
kepikiran banyak hal sampai susah tidur wkwk sendiri,anxious,0.85
seneng banget hari ini ketemu temen lama serius tadi pagi sendiri,happy,0.08
lagi duduk sambil denger musik dari tadi kepikiran waktu malam sama dia,neutral,0.29
bingung dan takut ambil keputusan serius waktu malam sama keluarga,anxious,0.91
akhirnya lolos interview kerja sumpah di kantor sendiri,happy,0.09
masih susah move on dari kejadian itu pas perjalanan sendiri,sad,0.66
aku cuma pengen istirahat sebentar sih pas perjalanan,sad,0.75
akhir akhir ini overthinking terus padahal udah coba santai tadi pagi sendiri,anxious,0.85
kehilangan semangat buat ngapa ngapain di kampus sama keluarga,sad,0.81
hari ini biasa aja seperti biasanya padahal udah coba santai pas perjalanan sama dia,neutral,0.4
khawatir sama kondisi sekarang agak random sih,anxious,0.71
akhirnya tugas selesai juga lega banget di kantor sama dia,happy,0.24
lagi baca berita sambil santai banget bareng temen sama dia,neutral,0.23
ngerasa sendirian akhir akhir ini dan kepikiran terus tadi pagi sama keluarga,sad,0.63
hari ini ga ada hal spesial sumpah pas perjalanan,neutral,0.29
akhirnya tugas selesai juga lega banget tapi yaudahlah bareng temen sama dia,happy,0.07
khawatir sama kondisi sekarang sih pas perjalanan,anxious,0.79
ngerasa sendirian akhir akhir ini sumpah tadi pagi sama dia,sad,0.62
capek sih tapi puas hasilnya bagus banget asli di rumah sendiri,happy,0.11
rasanya sedih banget akhir akhir ini sumpah tadi pagi,sad,0.6
akhir minggu ini seru banget hari ini tadi pagi sendiri,happy,0.19
baru selesai makan siang tadi padahal udah coba santai bareng temen sendiri,neutral,0.26
sekarang lagi nonton youtube di kantor,neutral,0.31
takut gagal di presentasi besok agak random sih di kampus sama temen kantor,anxious,0.72
deg degan nunggu hasil pengumuman wkwk bareng temen sama temen kantor,anxious,0.83
makasih ya udah bikin hariku lebih baik jujur aja di kampus sama temen kantor,happy,0.13
rasanya sedih banget akhir akhir ini sumpah di rumah sama dia,sad,0.66
baru selesai makan siang tadi tapi yaudahlah sendiri,neutral,0.33
besok ada jadwal meeting rutin jujur aja tadi pagi,neutral,0.25
tadi pagi pergi sebentar ke minimarket sih di rumah sama keluarga,neutral,0.42
sekarang lagi nonton youtube wkwk di rumah sama keluarga,neutral,0.43
takut gagal di presentasi besok sumpah tadi pagi sama dia,anxious,0.75
kehilangan semangat buat ngapa ngapain sama keluarga,sad,0.79
kesal banget hari ini dan kepikiran terus tadi pagi sama keluarga,angry,0.84
kehilangan semangat buat ngapa ngapain banget asli sendiri,sad,0.57
aku cuma pengen istirahat sebentar dan kepikiran terus pas perjalanan sendiri,sad,0.73
ngerasa sendirian akhir akhir ini dari tadi kepikiran di rumah sendiri,sad,0.63
kepikiran banyak hal sampai susah tidur tapi yaudahlah di kantor sama keluarga,anxious,0.79
akhir akhir ini overthinking terus wkwk tadi pagi sendiri,anxious,0.95
ngerasa sendirian akhir akhir ini sih pas perjalanan,sad,0.57
takut kalau hasilnya jelek wkwk sama dia,anxious,0.83
habis beresin kamar dan lanjut kerja tadi pagi sendiri,neutral,0.41
kehilangan semangat buat ngapa ngapain wkwk waktu malam sendiri,sad,0.57
lagi duduk sambil denger musik tapi yaudahlah di kantor sama keluarga,neutral,0.34
seneng banget hari ini ketemu temen lama tapi yaudahlah bareng temen,happy,0.26
capek sama keadaan sekarang tapi yaudahlah di kampus,sad,0.8
kecewa banget sama hasilnya tapi yaudahlah sama dia,sad,0.78
capek ngadepin orang yang egois serius di kantor,angry,0.79
rasanya pengen marah terus wkwk di kampus sama keluarga,angry,0.81
hari ini berat banget dijalanin agak random sih bareng temen sama dia,sad,0.6
anxious banget sebelum meeting tadi padahal udah coba santai tadi pagi sama temen kantor,anxious,0.7
anxious banget sebelum meeting tadi agak random sih sama dia,anxious,0.92
orang itu bikin emosi banget sih pas perjalanan,angry,0.74
cemas mikirin masa depan di kampus sendiri,anxious,0.91
kecewa banget sama hasilnya tapi yaudahlah tadi pagi sama dia,sad,0.73
capek sama keadaan sekarang padahal udah coba santai di kampus,sad,0.66
habis beresin kamar dan lanjut kerja sumpah waktu malam sendiri,neutral,0.4
capek ngadepin orang yang egois dari tadi kepikiran waktu malam sama temen kantor,angry,0.87
takut kalau hasilnya jelek hari ini di rumah sendiri,anxious,0.92
rasanya gugup terus hari ini banget bareng temen sendiri,anxious,0.97
hari ini biasa aja seperti biasanya sih bareng temen sama temen kantor,neutral,0.27
akhirnya lolos interview kerja sumpah pas perjalanan,happy,0.29
udah sabar tapi masih dibohongin dan kepikiran terus waktu malam sama dia,angry,0.81
hari ini produktif dan mood bagus padahal udah coba santai bareng temen sama dia,happy,0.08
emosi lihat komentar orang tadi sih di kampus,angry,0.93
habis beresin kamar dan lanjut kerja jujur aja di rumah sama dia,neutral,0.24
capek sama keadaan sekarang di kantor sama dia,sad,0.84
anxious banget sebelum meeting tadi banget tadi pagi sama dia,anxious,0.95
rasanya sedih banget akhir akhir ini dari tadi kepikiran di rumah sama keluarga,sad,0.75
kepikiran banyak hal sampai susah tidur dari tadi kepikiran pas perjalanan sendiri,anxious,0.87
cemas mikirin masa depan serius pas perjalanan sendiri,anxious,0.91
besok ada jadwal meeting rutin sumpah,neutral,0.42
lagi duduk sambil denger musik dan kepikiran terus di kantor sama keluarga,neutral,0.26
ngerasa sendirian akhir akhir ini agak random sih di kantor sama temen kantor,sad,0.72
tadi pagi pergi sebentar ke minimarket serius bareng temen sama keluarga,neutral,0.38
lagi duduk sambil denger musik banget bareng temen sendiri,neutral,0.45
makasih ya udah bikin hariku lebih baik banget asli tadi pagi sama dia,happy,0.11
cemas mikirin masa depan tapi yaudahlah pas perjalanan sama dia,anxious,0.85
hari ini berat banget dijalanin jujur aja di kampus sama dia,sad,0.69
kenapa sih harus bikin masalah terus sumpah di rumah,angry,0.88
cuaca hari ini lumayan panas serius waktu malam sendiri,neutral,0.22
baru selesai makan siang tadi dan kepikiran terus bareng temen,neutral,0.29
capek sama keadaan sekarang dari tadi kepikiran di kantor sama dia,sad,0.78
habis beresin kamar dan lanjut kerja waktu malam sendiri,neutral,0.35
anxious banget sebelum meeting tadi tapi yaudahlah tadi pagi sama keluarga,anxious,0.95
capek ngadepin orang yang egois jujur aja di kampus sama keluarga,angry,0.84
senyum sendiri pas inget kejadian tadi dari tadi kepikiran waktu malam sama dia,happy,0.23
rasanya pengen marah terus banget di kantor sama dia,angry,0.91
makasih ya udah bikin hariku lebih baik sumpah waktu malam sama keluarga,happy,0.21
kepikiran banyak hal sampai susah tidur dari tadi kepikiran waktu malam sendiri,anxious,0.93
kecewa banget sama hasilnya dari tadi kepikiran pas perjalanan sama dia,sad,0.77
rasanya kosong aja hari ini hari ini sama keluarga,sad,0.55
capek sih tapi puas hasilnya bagus wkwk di rumah sama keluarga,happy,0.08
rasanya sedih banget akhir akhir ini sumpah waktu malam sendiri,sad,0.72
akhirnya lolos interview kerja di rumah sama dia,happy,0.09
kesal banget hari ini sih bareng temen sama temen kantor,angry,0.76
habis beresin kamar dan lanjut kerja agak random sih bareng temen,neutral,0.33
malam ini kepikiran terus jadi sedih wkwk bareng temen sama keluarga,sad,0.69
makasih ya udah bikin hariku lebih baik dan kepikiran terus tadi pagi sama temen kantor,happy,0.17
takut gagal di presentasi besok serius pas perjalanan,anxious,0.87
kepikiran banyak hal sampai susah tidur sumpah waktu malam sama temen kantor,anxious,0.72
aku cuma pengen istirahat sebentar hari ini bareng temen sendiri,sad,0.74
rasanya gugup terus hari ini jujur aja pas perjalanan sama keluarga,anxious,0.98
senyum sendiri pas inget kejadian tadi padahal udah coba santai bareng temen sendiri,happy,0.05
orang itu bikin emosi banget pas perjalanan sama dia,angry,0.67
malam ini kepikiran terus jadi sedih hari ini tadi pagi sama keluarga,sad,0.68
kesel banget sama orang yang ga tepat waktu serius bareng temen sendiri,angry,0.77
kesel banget sama orang yang ga tepat waktu sih bareng temen sama dia,angry,0.73
akhirnya tugas selesai juga lega banget hari ini tadi pagi sama keluarga,happy,0.16
akhirnya tugas selesai juga lega banget banget bareng temen sama dia,happy,0.26
baru selesai makan siang tadi jujur aja sama temen kantor,neutral,0.35
geram banget sama pelayanan tadi hari ini waktu malam,angry,0.69
emosi lihat komentar orang tadi agak random sih waktu malam sama temen kantor,angry,0.92
akhirnya lolos interview kerja sumpah sama temen kantor,happy,0.19
cemas mikirin masa depan sih pas perjalanan sama dia,anxious,0.98
kecewa banget sama hasilnya agak random sih di kantor sendiri,sad,0.77
aku cuma pengen istirahat sebentar serius waktu malam sama temen kantor,sad,0.68
rasanya gugup terus hari ini tapi yaudahlah di rumah sama dia,anxious,0.87
kesel banget sama orang yang ga tepat waktu wkwk pas perjalanan sama dia,angry,0.81
rasanya gugup terus hari ini hari ini di kantor sendiri,anxious,0.75
lagi duduk sambil denger musik dan kepikiran terus bareng temen sama dia,neutral,0.31
cuaca hari ini lumayan panas sih di kampus sendiri,neutral,0.42
capek sama keadaan sekarang wkwk pas perjalanan sama temen kantor,sad,0.66
takut kalau hasilnya jelek padahal udah coba santai tadi pagi sama keluarga,anxious,0.79
hari ini ga ada hal spesial sih di kampus,neutral,0.2
anxious banget sebelum meeting tadi sumpah,anxious,0.84
khawatir sama kondisi sekarang padahal udah coba santai waktu malam sama dia,anxious,0.72
kesal banget hari ini tadi pagi,angry,0.93
khawatir sama kondisi sekarang agak random sih tadi pagi,anxious,0.91
makasih ya udah bikin hariku lebih baik serius di kampus sendiri,happy,0.09
malam ini kepikiran terus jadi sedih dan kepikiran terus di rumah sendiri,sad,0.81
masih susah move on dari kejadian itu sumpah bareng temen,sad,0.62
masih susah move on dari kejadian itu bareng temen sama temen kantor,sad,0.56
rasanya gugup terus hari ini jujur aja pas perjalanan sendiri,anxious,0.71
baru selesai makan siang tadi jujur aja pas perjalanan sendiri,neutral,0.42
geram banget sama pelayanan tadi tapi yaudahlah di kampus sama dia,angry,0.72
aku cuma pengen istirahat sebentar hari ini bareng temen sama temen kantor,sad,0.74
makasih ya udah bikin hariku lebih baik padahal udah coba santai di kampus sendiri,happy,0.23
anxious banget sebelum meeting tadi banget asli pas perjalanan sama keluarga,anxious,0.82
masih susah move on dari kejadian itu banget asli di kantor sendiri,sad,0.71
lagi duduk sambil denger musik tapi yaudahlah sama dia,neutral,0.3
orang itu bikin emosi banget hari ini di kampus sama dia,angry,0.88
dapat kabar baik dari keluarga tadi pagi tapi yaudahlah di kantor,happy,0.09
rasanya pengen marah terus serius sama dia,angry,0.8
khawatir sama kondisi sekarang bareng temen,anxious,0.86
anxious banget sebelum meeting tadi tapi yaudahlah pas perjalanan sama keluarga,anxious,0.73
marah banget karena kerjaan berantakan agak random sih di kantor sama keluarga,angry,0.92
malam ini kepikiran terus jadi sedih hari ini di kantor sendiri,sad,0.82
hari ini produktif dan mood bagus padahal udah coba santai di kampus sama keluarga,happy,0.12
marah banget karena kerjaan berantakan padahal udah coba santai sama dia,angry,0.85
capek ngadepin orang yang egois serius di kantor,angry,0.69
akhir minggu ini seru banget agak random sih tadi pagi sama temen kantor,happy,0.26
takut kalau hasilnya jelek tapi yaudahlah di rumah sama temen kantor,anxious,0.75
takut gagal di presentasi besok dari tadi kepikiran di kampus sama dia,anxious,0.88
baru selesai makan siang tadi agak random sih di kantor sendiri,neutral,0.24
senyum sendiri pas inget kejadian tadi padahal udah coba santai pas perjalanan,happy,0.22
anxious banget sebelum meeting tadi agak random sih di kantor sama keluarga,anxious,0.8
akhir minggu ini seru banget dan kepikiran terus sama dia,happy,0.11
rasanya kosong aja hari ini serius,sad,0.84
rasanya sedih banget akhir akhir ini serius bareng temen sama temen kantor,sad,0.62
orang itu bikin emosi banget hari ini tadi pagi sama keluarga,angry,0.73
senyum sendiri pas inget kejadian tadi padahal udah coba santai di rumah sendiri,happy,0.24
kepikiran banyak hal sampai susah tidur tapi yaudahlah di rumah sendiri,anxious,0.79
geram banget sama pelayanan tadi dari tadi kepikiran di kampus sama dia,angry,0.9
baru selesai makan siang tadi dari tadi kepikiran,neutral,0.44
akhirnya lolos interview kerja dan kepikiran terus sama temen kantor,happy,0.17
deg degan nunggu hasil pengumuman hari ini di rumah sendiri,anxious,0.73
cemas mikirin masa depan tapi yaudahlah di kantor sama dia,anxious,0.74
akhir minggu ini seru banget banget pas perjalanan sama keluarga,happy,0.11
capek sama keadaan sekarang agak random sih di rumah,sad,0.77
kecewa banget sama hasilnya jujur aja pas perjalanan sendiri,sad,0.67
akhir akhir ini overthinking terus wkwk di rumah,anxious,0.97
lagi duduk sambil denger musik hari ini waktu malam sama dia,neutral,0.25
orang itu bikin emosi banget banget asli di rumah sendiri,angry,0.86
akhir akhir ini overthinking terus banget asli di kampus sama dia,anxious,0.94
hari ini biasa aja seperti biasanya jujur aja di kantor sama dia,neutral,0.42
kesel banget sama orang yang ga tepat waktu serius bareng temen sama temen kantor,angry,0.74
emosi lihat komentar orang tadi dari tadi kepikiran sama temen kantor,angry,0.72
hari ini ga ada hal spesial dan kepikiran terus di rumah sendiri,neutral,0.36
akhirnya tugas selesai juga lega banget padahal udah coba santai sama dia,happy,0.3
seneng banget hari ini ketemu temen lama bareng temen sama keluarga,happy,0.19
senyum sendiri pas inget kejadian tadi banget tadi pagi sama dia,happy,0.1
rasanya kosong aja hari ini padahal udah coba santai tadi pagi sama dia,sad,0.82
akhirnya tugas selesai juga lega banget dari tadi kepikiran di kantor sama dia,happy,0.25
hari ini produktif dan mood bagus agak random sih sama temen kantor,happy,0.09
seneng banget hari ini ketemu temen lama tapi yaudahlah waktu malam sama dia,happy,0.26
kepikiran banyak hal sampai susah tidur sumpah waktu malam sama temen kantor,anxious,0.82
dapat kabar baik dari keluarga tadi pagi banget waktu malam sama dia,happy,0.2
kesel banget sama orang yang ga tepat waktu hari ini bareng temen sendiri,angry,0.81
udah sabar tapi masih dibohongin pas perjalanan sama temen kantor,angry,0.66
orang itu bikin emosi banget agak random sih di kampus sama temen kantor,angry,0.7
besok ada jadwal meeting rutin sih tadi pagi sama dia,neutral,0.43
seneng banget hari ini ketemu temen lama sih sendiri,happy,0.1
makan favorit hari ini bikin bahagia serius tadi pagi,happy,0.06
kenapa sih harus bikin masalah terus banget sama keluarga,angry,0.86
akhirnya tugas selesai juga lega banget tapi yaudahlah di kantor sama dia,happy,0.25
akhir akhir ini overthinking terus wkwk di kantor sama temen kantor,anxious,0.89
bingung dan takut ambil keputusan dari tadi kepikiran di kampus sama keluarga,anxious,0.75
bingung dan takut ambil keputusan wkwk pas perjalanan,anxious,0.86
masih susah move on dari kejadian itu dari tadi kepikiran di kampus,sad,0.81
akhir minggu ini seru banget dan kepikiran terus di kampus sama dia,happy,0.29
kesel banget sama orang yang ga tepat waktu sumpah bareng temen sama temen kantor,angry,0.69
lagi baca berita sambil santai padahal udah coba santai di rumah sama dia,neutral,0.33
bingung dan takut ambil keputusan wkwk waktu malam sendiri,anxious,0.89
capek sama keadaan sekarang dari tadi kepikiran di kantor sama dia,sad,0.59
hari ini produktif dan mood bagus jujur aja bareng temen sama temen kantor,happy,0.25
kenapa sih harus bikin masalah terus bareng temen sendiri,angry,0.93
makasih ya udah bikin hariku lebih baik di kampus sama dia,happy,0.11
kepikiran banyak hal sampai susah tidur bareng temen sama keluarga,anxious,0.71
tadi pagi pergi sebentar ke minimarket jujur aja sama temen kantor,neutral,0.35
aku cuma pengen istirahat sebentar wkwk di rumah sama dia,sad,0.83
lagi baca berita sambil santai dari tadi kepikiran bareng temen sendiri,neutral,0.34
lagi duduk sambil denger musik dari tadi kepikiran di kampus sendiri,neutral,0.27
dapat kabar baik dari keluarga tadi pagi dan kepikiran terus tadi pagi,happy,0.25
hari ini biasa aja seperti biasanya sumpah di kantor sama keluarga,neutral,0.45
akhir akhir ini overthinking terus banget sama temen kantor,anxious,0.73
kehilangan semangat buat ngapa ngapain tapi yaudahlah di kampus sendiri,sad,0.58
emosi lihat komentar orang tadi waktu malam sama temen kantor,angry,0.79
sekarang lagi nonton youtube sumpah waktu malam sendiri,neutral,0.21
makan favorit hari ini bikin bahagia serius sendiri,happy,0.09
cuaca hari ini lumayan panas tapi yaudahlah di kantor sama dia,neutral,0.42
kehilangan semangat buat ngapa ngapain dan kepikiran terus di kampus sendiri,sad,0.7
bingung dan takut ambil keputusan agak random sih tadi pagi sama dia,anxious,0.88
malam ini kepikiran terus jadi sedih agak random sih waktu malam sama keluarga,sad,0.79
tadi pagi pergi sebentar ke minimarket pas perjalanan sama dia,neutral,0.38
sekarang lagi nonton youtube dan kepikiran terus tadi pagi sendiri,neutral,0.26
akhirnya tugas selesai juga lega banget dan kepikiran terus bareng temen,happy,0.16
orang itu bikin emosi banget serius bareng temen sendiri,angry,0.79
rasanya gugup terus hari ini dan kepikiran terus sama temen kantor,anxious,0.78
akhirnya tugas selesai juga lega banget bareng temen sama keluarga,happy,0.27
cuaca hari ini lumayan panas wkwk di rumah,neutral,0.3
lagi baca berita sambil santai dan kepikiran terus tadi pagi,neutral,0.27
kecewa banget sama hasilnya serius di rumah,sad,0.69
makasih ya udah bikin hariku lebih baik dan kepikiran terus di rumah sama dia,happy,0.14
habis beresin kamar dan lanjut kerja dan kepikiran terus di kampus sama dia,neutral,0.37
dapat kabar baik dari keluarga tadi pagi sih di kantor sama temen kantor,happy,0.22
bingung dan takut ambil keputusan tapi yaudahlah waktu malam sama dia,anxious,0.94
lagi duduk sambil denger musik banget asli di rumah sama temen kantor,neutral,0.29
takut kalau hasilnya jelek serius tadi pagi sama dia,anxious,0.77
kehilangan semangat buat ngapa ngapain banget sendiri,sad,0.73
habis beresin kamar dan lanjut kerja wkwk di kantor sendiri,neutral,0.29
takut gagal di presentasi besok dan kepikiran terus bareng temen sama dia,anxious,0.95
capek sih tapi puas hasilnya bagus serius tadi pagi sama keluarga,happy,0.17
